i,habitat_cells,matrix_alpha,habitat_alpha,ratio,eca
1,6448,200,320,1.6,101.67447039008373
4,6375,1311,512,0.39062499999999994,222.2392817932815
13,8634,3355,5369,1.6,566.6123423196564
1,6448,320,512,1.6,137.64435205568103
4,6375,2097,819,0.39062499999999994,296.1594695165857
1,6448,512,819,1.6,183.93572718853818
4,6375,3355,1311,0.39062499999999994,367.88340200014443
13,8634,5369,8590,1.6,632.4894667563976
1,6448,819,1311,1.6,241.76440774578444
4,6375,5369,2097,0.39062499999999994,428.9116398646687
1,6448,1311,2097,1.6,308.16280121873564
13,8634,8590,13744,1.6,680.9295875524372
4,6375,8590,3355,0.39062499999999994,475.7950302601983
1,6448,2097,3355,1.6,375.10152114313036
4,6375,13744,5369,0.39062499999999994,509.3044528910744
13,8634,13744,21990,1.6,714.5351984517372
1,6448,3355,5369,1.6,434.02840234701364
4,6375,21990,8590,0.39062499999999994,532.1252153711458
7,8352,200,8590,42.94967296000002,565.5969863712348
1,6448,5369,8590,1.6,480.44451243325733
4,6375,35184,13744,0.39062499999999994,547.1858864481238
19,5916,200,320,1.6,118.881659526192
13,8634,21990,35184,1.6,736.9779762748257
1,6448,8590,13744,1.6,514.1885826401136
7,8352,320,13744,42.94967296000002,585.4705048847476
4,6375,56295,21990,0.39062499999999994,556.9273397474644
19,5916,320,512,1.6,164.2982870070578
1,6448,13744,21990,1.6,537.4260430640587
19,5916,512,819,1.6,218.9667076773287
1,6448,21990,35184,1.6,552.8714944514056
7,8352,512,21990,42.94967296000002,601.1222379556797
19,5916,819,1311,1.6,279.1069352016304
19,5916,1311,2097,1.6,338.7263396472262
7,8352,819,35184,42.94967296000002,619.3698487137184
19,5916,2097,3355,1.6,391.912274412902
7,8352,35184,200,0.005684341886080798,255.22853310921354
19,5916,3355,5369,1.6,434.9455787644378
1,6448,200,21990,109.95116277760006,381.8554923393249
19,5916,5369,8590,1.6,467.0711578316514
7,8352,56295,320,0.005684341886080798,349.75114493456425
19,5916,8590,13744,1.6,489.6606532399024
1,6448,320,35184,109.95116277760006,422.9068029829043
19,5916,13744,21990,1.6,504.8992520189537
19,5916,21990,35184,1.6,514.899458652471
1,6448,8590,200,0.023283064365386952,342.741069604411
1,6448,13744,320,0.023283064365386952,412.948210736232
19,5916,200,5369,26.84354560000001,346.43450090698286
1,6448,21990,512,0.023283064365386952,466.9891174041518
19,5916,320,8590,26.84354560000001,382.7661498693649
1,6448,35184,819,0.023283064365386952,505.6847060258052
19,5916,512,13744,26.84354560000001,412.79019566968464
1,6448,56295,1311,0.023283064365386952,532.078198369675
19,5916,819,21990,26.84354560000001,438.72165060956917
19,5916,1311,35184,26.84354560000001,461.94135715681466
4,6375,21990,200,0.009094947017729277,275.32834039460704
19,5916,2097,56295,26.84354560000001,481.8764727146185
4,6375,35184,320,0.009094947017729277,350.7993336530379
4,6375,56295,512,0.009094947017729277,415.8670992410888
1,6448,200,5369,26.84354560000001,328.8589176882991
1,6448,320,8590,26.84354560000001,379.7590676610109
7,8352,200,512,2.5600000000000005,220.28731464428594
1,6448,512,13744,26.84354560000001,427.0020190125919
19,5916,35184,200,0.005684341886080798,288.1849926247973
19,5916,56295,320,0.005684341886080798,352.73689701496136
1,6448,819,21990,26.84354560000001,467.8950219880308
7,8352,320,819,2.5600000000000005,294.51485317359044
1,6448,1311,35184,26.84354560000001,501.0988110075026
1,6448,2097,56295,26.84354560000001,526.3978773362011
7,8352,512,1311,2.5600000000000005,371.375228660678
1,6448,512,200,0.39062499999999994,98.79713067438865
7,8352,819,2097,2.5600000000000005,444.0293332868153
1,6448,2097,200,0.09536743164062497,212.10402627652488
1,6448,819,320,0.39062499999999994,149.04039380955476
7,8352,1311,3355,2.5600000000000005,510.8752133660093
1,6448,3355,320,0.09536743164062497,296.68398922543076
1,6448,1311,512,0.39062499999999994,215.42355612203497
1,6448,5369,512,0.09536743164062497,375.19301098048766
1,6448,2097,819,0.39062499999999994,291.726379058856
7,8352,2097,5369,2.5600000000000005,571.3997526621205
1,6448,8590,819,0.09536743164062497,438.94431767637747
1,6448,3355,1311,0.39062499999999994,366.4977028235605
7,8352,3355,8590,2.5600000000000005,623.020145406698
1,6448,13744,1311,0.09536743164062497,486.1354330312536
1,6448,5369,2097,0.39062499999999994,430.1583814568967
1,6448,21990,2097,0.09536743164062497,518.9912579578051
1,6448,8590,3355,0.39062499999999994,478.9425325647369
7,8352,5369,13744,2.5600000000000005,663.5668656324286
1,6448,35184,3355,0.09536743164062497,540.9775501516207
1,6448,13744,5369,0.39062499999999994,513.7137022059812
1,6448,35184,200,0.005684341886080798,400.9253274252186
7,8352,8590,21990,2.5600000000000005,693.1694770274793
1,6448,56295,5369,0.09536743164062497,555.3228957170405
1,6448,21990,8590,0.39062499999999994,537.3411212610624
1,6448,56295,320,0.005684341886080798,456.4534201917465
1,6448,35184,13744,0.39062499999999994,552.9095270146605
7,8352,13744,35184,2.5600000000000005,713.6485648771217
1,6448,56295,21990,0.39062499999999994,562.9687088823017
7,8352,8590,200,0.023283064365386952,229.7830386154681
26,7122,35184,200,0.005684341886080798,328.1655139743131
7,8352,13744,320,0.023283064365386952,325.8897698881032
26,7122,56295,320,0.005684341886080798,410.52245014639317
7,8352,21990,512,0.023283064365386952,425.99763710903756
7,8352,35184,819,0.023283064365386952,516.5930058948583
8,7418,200,13744,68.71947673600003,311.89932255488674
8,7418,320,21990,68.71947673600003,360.70471173179817
7,8352,56295,1311,0.023283064365386952,589.5994993232573
8,7418,512,35184,68.71947673600003,418.97009304745717
16,8403,2097,200,0.09536743164062497,222.03819260929873
16,8403,3355,320,0.09536743164062497,325.17962554940107
16,8403,5369,512,0.09536743164062497,431.46602018950887
16,8403,8590,819,0.09536743164062497,525.1965194352257
16,8403,13744,1311,0.09536743164062497,598.8045159977723
3,9047,13744,200,0.014551915228366845,280.59882732727675
10,8756,35184,200,0.005684341886080798,459.05656902796403
16,8403,21990,2097,0.09536743164062497,652.1490441522373
7,8352,1311,200,0.15258789062499997,149.10982679902642
16,8403,35184,200,0.005684341886080798,403.4832967989048
3,9047,21990,320,0.014551915228366845,378.7628072356055
10,8756,56295,320,0.005684341886080798,546.9245745968436
7,8352,2097,320,0.15258789062499997,229.1239345173163
16,8403,35184,3355,0.09536743164062497,688.798490493062
16,8403,56295,320,0.005684341886080798,495.24406041022297
3,9047,35184,512,0.014551915228366845,479.8098153320016
13,8634,35184,200,0.005684341886080798,433.2766897032333
7,8352,3355,512,0.15258789062499997,327.7417815281806
16,8403,56295,5369,0.09536743164062497,713.1203587205815
13,8634,56295,320,0.005684341886080798,525.7001292856248
3,9047,56295,819,0.014551915228366845,571.6874427220407
7,8352,5369,819,0.15258789062499997,430.24928471643494
7,8352,8590,1311,0.15258789062499997,521.7169750299754
7,8352,13744,2097,0.15258789062499997,594.2897123813921
7,8352,21990,3355,0.15258789062499997,647.2878343037748
7,8352,35184,5369,0.15258789062499997,683.8919607816034
13,8634,2097,200,0.09536743164062497,229.38237642406625
7,8352,56295,8590,0.15258789062499997,708.2688211457919
13,8634,3355,320,0.09536743164062497,338.48286393870245
16,8403,8590,200,0.023283064365386952,345.4990720058418
13,8634,5369,512,0.09536743164062497,448.74630457319785
16,8403,13744,320,0.023283064365386952,447.20594284242753
13,8634,8590,819,0.09536743164062497,544.5959338789585
4,6375,320,200,0.625,96.0462366271735
4,6375,512,320,0.625,140.72152703393314
16,8403,21990,512,0.023283064365386952,536.1680082672152
13,8634,13744,1311,0.09536743164062497,619.1590722268909
4,6375,819,512,0.625,197.6324447889244
4,6375,1311,819,0.625,264.1459153071082
16,8403,35184,819,0.023283064365386952,606.0360691227817
13,8634,21990,2097,0.09536743164062497,672.8728524687685
4,6375,2097,1311,0.625,334.02511335500355
16,8403,56295,1311,0.023283064365386952,656.7848306318898
4,6375,3355,2097,0.625,398.77065595088396
13,8634,35184,3355,0.09536743164062497,709.6378350218063
4,6375,5369,3355,0.625,452.0942048817849
13,8634,56295,5369,0.09536743164062497,733.9793689435824
4,6375,8590,5369,0.625,492.1548130703
4,6375,13744,8590,0.625,520.3668239595653
2,8395,5369,200,0.03725290298461913,307.193043554192
4,6375,21990,13744,0.625,539.3960614377123
2,8395,8590,320,0.03725290298461913,414.0107788476167
4,6375,35184,21990,0.625,551.8774435465871
4,6375,56295,35184,0.625,559.9191192833122
2,8395,13744,512,0.03725290298461913,510.27487076045566
10,8756,2097,200,0.09536743164062497,236.01043938058592
2,8395,21990,819,0.03725290298461913,587.2080996384532
10,8756,3355,320,0.09536743164062497,344.8492268815096
2,8395,35184,1311,0.03725290298461913,643.6748551125539
4,6375,1311,200,0.15258789062499997,139.79511359197116
4,6375,2097,320,0.15258789062499997,211.08295660897926
2,8395,56295,2097,0.03725290298461913,682.8071952249733
10,8756,5369,512,0.09536743164062497,455.3899921515894
4,6375,3355,512,0.15258789062499997,291.28223523519614
4,6375,5369,819,0.15258789062499997,367.33709411582805
10,8756,8590,819,0.09536743164062497,551.9857115412766
4,6375,8590,1311,0.15258789062499997,430.3087522468253
4,6375,13744,2097,0.15258789062499997,477.6179084867615
10,8756,13744,1311,0.09536743164062497,627.4400655241328
4,6375,21990,3355,0.15258789062499997,510.8979961197643
10,8756,21990,2097,0.09536743164062497,681.9536165108968
4,6375,35184,5369,0.15258789062499997,533.3220939415614
4,6375,56295,8590,0.15258789062499997,548.0186857124768
10,8756,35184,3355,0.09536743164062497,719.3380369672574
10,8756,56295,5369,0.09536743164062497,744.1206167084655
8,7418,200,200,1,82.65328564055858
7,8352,21990,200,0.009094947017729277,249.80914039335758
8,7418,320,320,1,113.968072338266
7,8352,35184,320,0.009094947017729277,344.830015601851
8,7418,512,512,1,155.9941929724485
7,8352,56295,512,0.009094947017729277,442.187100622774
8,7418,819,819,1,214.3994898338975
8,7418,1311,1311,1,290.0346173718158
8,7418,2097,2097,1,374.01204227391077
3,9047,819,200,0.24414062499999997,133.46518621060926
8,7418,3355,3355,1,453.2484621945198
3,9047,1311,320,0.24414062499999997,206.41988746391087
8,7418,5369,5369,1,518.7141633411238
3,9047,2097,512,0.24414062499999997,303.6066216905131
8,7418,8590,8590,1,567.8491438348283
8,7418,13744,13744,1,602.3973405434476
3,9047,3355,819,0.24414062499999997,413.8391144802105
8,7418,21990,21990,1,625.6702782772401
3,9047,5369,1311,0.24414062499999997,519.813985661382
8,7418,35184,35184,1,640.921214637502
8,7418,56295,56295,1,650.7413464946657
3,9047,8590,2097,0.24414062499999997,608.6345573217907
3,9047,13744,3355,0.24414062499999997,675.9651872805747
3,9047,21990,5369,0.24414062499999997,723.6197642412607
19,5916,200,512,2.5600000000000005,160.23224727077857
3,9047,35184,8590,0.24414062499999997,755.858105150391
19,5916,320,819,2.5600000000000005,212.0846682393236
3,9047,5369,200,0.03725290298461913,241.46169653997566
19,5916,512,1311,2.5600000000000005,269.1895064817861
3,9047,56295,13744,0.24414062499999997,777.041236930675
19,5916,819,2097,2.5600000000000005,326.1535604564612
19,5916,1311,3355,2.5600000000000005,378.3410118355821
3,9047,8590,320,0.03725290298461913,341.96478164286754
19,5916,2097,5369,2.5600000000000005,422.4936500510562
19,5916,3355,8590,2.5600000000000005,457.0309247538779
3,9047,13744,512,0.03725290298461913,448.4273585521942
19,5916,5369,13744,2.5600000000000005,482.2660957354637
8,7418,200,3355,16.777216000000006,263.0884994105167
19,5916,8590,21990,2.5600000000000005,499.7697645141163
8,7418,320,5369,16.777216000000006,314.576417807991
1,6448,200,512,2.5600000000000005,133.98084442958333
19,5916,13744,35184,2.5600000000000005,511.4756580135666
19,5916,200,8590,42.94967296000002,364.3393622368316
3,9047,21990,819,0.03725290298461913,547.1441604108048
19,5916,320,13744,42.94967296000002,396.18582904202066
1,6448,320,819,2.5600000000000005,177.0650072706106
1,6448,5369,200,0.03725290298461913,306.9373856002957
8,7418,512,8590,16.777216000000006,377.85573432706826
19,5916,512,21990,42.94967296000002,422.32969226400246
1,6448,512,1311,2.5600000000000005,230.71239600551692
1,6448,8590,320,0.03725290298461913,384.17558157083215
3,9047,35184,1311,0.03725290298461913,628.4505356585395
2,8395,200,13744,68.71947673600003,633.7150304501722
19,5916,819,35184,42.94967296000002,445.3204197545879
8,7418,819,13744,16.777216000000006,445.0241401616614
1,6448,819,2097,2.5600000000000005,293.1744985402289
1,6448,13744,512,0.03725290298461913,445.8277809120102
1,6448,1311,3355,2.5600000000000005,358.3165852295422
2,8395,320,21990,68.71947673600003,663.8869407257768
8,7418,1311,21990,16.777216000000006,506.5586081544035
1,6448,21990,819,0.03725290298461913,491.00853123821895
3,9047,56295,2097,0.03725290298461913,689.5656013914348
1,6448,2097,5369,2.5600000000000005,418.2867576479967
1,6448,35184,1311,0.03725290298461913,522.2799921977827
8,7418,2097,35184,16.777216000000006,556.4611820239605
2,8395,512,35184,68.71947673600003,688.0749340827806
1,6448,3355,8590,2.5600000000000005,467.5718342625198
1,6448,56295,2097,0.03725290298461913,543.1330976693317
1,6448,5369,13744,2.5600000000000005,504.6200507888004
1,6448,8590,21990,2.5600000000000005,530.748429775037
1,6448,13744,35184,2.5600000000000005,548.3970231340711
19,5916,21990,200,0.009094947017729277,281.14076762671056
13,8634,200,512,2.5600000000000005,169.46310048507002
19,5916,35184,320,0.009094947017729277,347.2466215967675
19,5916,56295,512,0.009094947017729277,402.6067457708588
13,8634,320,819,2.5600000000000005,219.3221307471407
1,6448,200,8590,42.94967296000002,353.17707194891693
1,6448,320,13744,42.94967296000002,400.05656144159
13,8634,512,1311,2.5600000000000005,282.54847317939425
1,6448,512,21990,42.94967296000002,442.8925305036285
13,8634,819,2097,2.5600000000000005,360.35853661799916
1,6448,819,35184,42.94967296000002,479.6951110952783
13,8634,1311,3355,2.5600000000000005,447.1321516084791
13,8634,2097,5369,2.5600000000000005,531.750122829797
13,8634,3355,8590,2.5600000000000005,604.149389889183
13,8634,5369,13744,2.5600000000000005,659.9802522262333
1,6448,320,200,0.625,83.08771821077447
1,6448,512,320,0.625,120.91808410984143
13,8634,8590,21990,2.5600000000000005,699.9760122804157
1,6448,819,512,0.625,172.83849192370133
1,6448,1311,200,0.15258789062499997,164.1591603994012
13,8634,13744,35184,2.5600000000000005,727.2502551904686
1,6448,1311,819,0.625,238.83294787397253
1,6448,2097,320,0.15258789062499997,242.5594568800865
1,6448,2097,1311,0.625,312.5709570792363
1,6448,3355,512,0.15258789062499997,324.75503439928974
1,6448,3355,2097,0.625,383.34175583911997
1,6448,5369,819,0.15258789062499997,398.0337318050778
8,7418,200,21990,109.95116277760006,319.49945750454725
1,6448,5369,3355,0.625,442.71565889989967
1,6448,8590,1311,0.15258789062499997,455.919683626677
8,7418,320,35184,109.95116277760006,367.39704766911024
1,6448,8590,5369,0.625,487.76197457014143
1,6448,13744,2097,0.15258789062499997,497.9968143262978
1,6448,13744,8590,0.625,519.6580932724722
1,6448,21990,3355,0.15258789062499997,526.9499327275779
1,6448,21990,13744,0.625,541.2398215977186
1,6448,35184,5369,0.15258789062499997,546.1799320082961
1,6448,35184,21990,0.625,555.4217343005222
1,6448,56295,8590,0.15258789062499997,558.6674804268033
1,6448,21990,200,0.009094947017729277,388.2522485166174
1,6448,56295,35184,0.625,564.5693273196862
1,6448,35184,320,0.009094947017729277,447.2773271935725
5,7707,56295,200,0.0035527136788004988,451.8490506516157
1,6448,56295,512,0.009094947017729277,491.2459852187478
26,7122,21990,200,0.009094947017729277,317.8631904745296
4,6375,200,200,1,91.90995606832347
26,7122,35184,320,0.009094947017729277,402.2408112068877
4,6375,320,320,1,132.57476565449824
26,7122,56295,512,0.009094947017729277,473.4421603716672
4,6375,512,512,1,183.29517346357068
4,6375,819,819,1,242.12977857636832
4,6375,1311,1311,1,306.2783598673446
4,6375,2097,2097,1,370.3602690670343
4,6375,3355,3355,1,427.47319114146757
4,6375,5369,5369,1,473.1690013318821
4,6375,8590,8590,1,506.8099484771916
9,6234,200,200,1,73.42751371167664
4,6375,13744,13744,1,530.1814395240815
7,8352,5369,200,0.03725290298461913,213.4890873592405
9,6234,320,320,1,106.08583924712468
4,6375,21990,21990,1,545.8068445529266
9,6234,512,512,1,151.77159003832213
7,8352,8590,320,0.03725290298461913,309.4385269742718
4,6375,35184,35184,1,555.9976868942537
9,6234,819,819,1,211.29838166549536
4,6375,56295,56295,1,562.5399977460124
9,6234,1311,1311,1,280.11727186279774
