i,habitat_cells,matrix_alpha,habitat_alpha,ratio,eca
35,9015,392,11339,28.925465497599983,507.51239196604854
42,11866,15874,2108,0.13281030862990767,908.8857365510873
34,12447,2108,119526,56.69391237529596,1039.2022645414413
28,9052,2108,143,0.06776036154587126,200.96193464068088
7,8352,119526,200,0.001673274998843728,261.93628246803917
40,11730,549,43559,79.37147732541433,685.4824969205782
35,9015,549,15874,28.925465497599983,562.0190309657232
47,6015,200,31114,155.5680955578121,189.09579789513674
28,9052,2952,200,0.06776036154587126,277.09488359390116
42,11866,22224,2952,0.13281030862990767,950.8635679433416
47,6015,280,43559,155.5680955578121,221.1598567983333
35,9015,768,22224,28.925465497599983,612.4751620401396
47,6015,392,60983,155.5680955578121,260.246979708825
28,9052,4132,280,0.06776036154587126,360.487048880507
40,11730,768,60983,79.37147732541433,755.1935338609256
47,6015,549,85376,155.5680955578121,303.4604241041351
35,9015,1076,31114,28.925465497599983,656.598369574749
47,6015,768,119526,155.5680955578121,346.9472524345562
42,11866,31114,4132,0.13281030862990767,982.470731974951
28,9052,5785,392,0.06776036154587126,443.8159438957417
35,9015,1506,43559,28.925465497599983,693.3757751176844
51,2759,5785,52,0.00899927452978129,107.3029492268246
51,2759,8099,73,0.00899927452978129,132.4293431064462
51,2759,11339,102,0.00899927452978129,155.66621580517977
40,11730,1076,85376,79.37147732541433,819.2442346875254
51,2759,15874,143,0.00899927452978129,175.99647710348836
51,2759,22224,200,0.00899927452978129,192.99155873148317
51,2759,31114,280,0.00899927452978129,206.68315397323965
28,9052,8099,549,0.06776036154587126,520.806659508952
51,2759,43559,392,0.00899927452978129,217.3927696870757
35,9015,2108,60983,28.925465497599983,722.8722736283079
51,2759,60983,549,0.00899927452978129,225.57856942932503
51,2759,85376,768,0.00899927452978129,231.7252556436459
51,2759,119526,1076,0.00899927452978129,236.27933289167453
42,11866,43559,5785,0.13281030862990767,1005.9215781210124
28,9052,11339,768,0.06776036154587126,587.554669810782
35,9015,2952,85376,28.925465497599983,745.830697138007
40,11730,1506,119526,79.37147732541433,874.2141210115127
35,9015,4132,119526,28.925465497599983,763.2969843868517
28,9052,15874,1076,0.06776036154587126,642.6048020878225
42,11866,60983,8099,0.13281030862990767,1023.1360298415826
28,9052,22224,1506,0.06776036154587126,686.3072254301857
30,7199,8099,52,0.006428053235558064,111.71111700794864
42,11866,85376,11339,0.13281030862990767,1035.6754549291877
28,9052,31114,2108,0.06776036154587126,720.0219221795838
30,7199,11339,73,0.006428053235558064,154.2930340708224
3,9047,200,52,0.260308204914619,35.70058781695882
4,6375,280,52,0.18593443208187072,32.338118433167644
30,7199,15874,102,0.006428053235558064,205.5235339755819
4,6375,392,73,0.18593443208187072,46.13454739058133
28,9052,43559,2952,0.06776036154587126,745.4862332671859
3,9047,280,73,0.260308204914619,49.49487993151901
30,7199,22224,143,0.006428053235558064,263.56919333714075
4,6375,549,102,0.18593443208187072,65.83427430507575
42,11866,119526,15874,0.13281030862990767,1044.7588862919097
4,6375,768,143,0.18593443208187072,93.3570694648339
28,9052,60983,4132,0.06776036154587126,764.422872526136
30,7199,31114,200,0.006428053235558064,324.8177877737555
4,6375,200,60983,304.9134672933116,544.395649873091
3,9047,392,102,0.260308204914619,68.61361001283451
4,6375,1076,200,0.18593443208187072,130.33167850259395
30,7199,43559,280,0.006428053235558064,384.8445598310835
4,6375,280,85376,304.9134672933116,551.7813767450388
4,6375,1506,280,0.18593443208187072,176.91667250620281
28,9052,85376,5785,0.06776036154587126,778.3470498776742
4,6375,392,119526,304.9134672933116,557.5083132809197
30,7199,60983,392,0.006428053235558064,439.77569086967287
3,9047,549,143,0.260308204914619,95.02332369767022
4,6375,2108,392,0.18593443208187072,230.8591013397416
48,4560,200,5785,28.925465497599983,177.68703424593394
28,9052,119526,8099,0.06776036154587126,788.5022126275607
4,6375,2952,549,0.18593443208187072,287.86760866410015
48,4560,280,8099,28.925465497599983,198.58537862118533
30,7199,85376,549,0.006428053235558064,487.17820202936707
48,4560,392,11339,28.925465497599983,219.66868109106548
3,9047,768,200,0.260308204914619,131.1974347287442
48,4560,549,15874,28.925465497599983,240.3868763876236
4,6375,4132,768,0.18593443208187072,343.15363238805475
30,7199,119526,768,0.006428053235558064,526.1860231469141
48,4560,768,22224,28.925465497599983,261.10334779305623
48,4560,1076,31114,28.925465497599983,282.33615836777466
4,6375,5785,1076,0.18593443208187072,392.96462300129406
48,4560,1506,43559,28.925465497599983,303.79694260958735
3,9047,1076,280,0.260308204914619,179.5175349642093
48,4560,2108,60983,28.925465497599983,324.4004162612905
4,6375,8099,1506,0.18593443208187072,435.26167038575716
48,4560,2952,85376,28.925465497599983,342.9643953255377
48,4560,4132,119526,28.925465497599983,358.7490978837578
4,6375,11339,2108,0.18593443208187072,469.570602482623
3,9047,1506,392,0.260308204914619,240.9497484482978
4,6375,15874,2952,0.18593443208187072,496.45645814087317
4,6375,8099,52,0.006428053235558064,93.93791585226454
4,6375,22224,4132,0.18593443208187072,516.9939110628619
4,6375,11339,73,0.006428053235558064,131.67599696266956
3,9047,2108,549,0.260308204914619,313.5617433716088
4,6375,31114,5785,0.18593443208187072,532.3912500272227
4,6375,15874,102,0.006428053235558064,177.32051306595105
4,6375,43559,8099,0.18593443208187072,543.7790849534588
4,6375,22224,143,0.006428053235558064,229.1239414597372
3,9047,2952,768,0.260308204914619,392.2801901391158
4,6375,60983,11339,0.18593443208187072,552.1191335331741
4,6375,31114,200,0.006428053235558064,283.8484883522614
4,6375,85376,15874,0.18593443208187072,558.1840017209154
4,6375,43559,280,0.006428053235558064,337.55332027170925
3,9047,4132,1076,0.260308204914619,470.530834851857
4,6375,119526,22224,0.18593443208187072,562.5719830290838
4,6375,60983,392,0.006428053235558064,386.76616791094364
4,6375,85376,549,0.006428053235558064,429.28415590304377
3,9047,5785,1506,0.260308204914619,542.5379656284125
4,6375,119526,768,0.006428053235558064,464.3048928961151
3,9047,8099,2108,0.260308204914619,604.7213076094151
3,9047,11339,2952,0.260308204914619,655.8152411172255
6,7646,200,2952,14.757890559999993,430.5510152276773
6,7646,280,4132,14.757890559999993,470.29521259683145
3,9047,15874,4132,0.260308204914619,696.2420269035756
6,7646,392,5785,14.757890559999993,506.01957710474096
3,9047,22224,5785,0.260308204914619,727.3428231536557
6,7646,549,8099,14.757890559999993,538.0887096022342
37,10586,200,43559,217.7953337809369,455.77767462865256
6,7646,768,11339,14.757890559999993,566.7285860891371
3,9047,31114,8099,0.260308204914619,750.7805789496052
6,7646,1076,15874,14.757890559999993,591.8767398396071
37,10586,280,60983,217.7953337809369,486.8323854463445
3,9047,43559,11339,0.260308204914619,768.1801426983897
6,7646,1506,22224,14.757890559999993,613.3519683104731
3,9047,60983,15874,0.260308204914619,780.9574514765421
6,7646,2108,31114,14.757890559999993,631.1012549006238
37,10586,392,85376,217.7953337809369,530.5305425742835
29,7473,200,43559,217.7953337809369,507.85676761189643
6,7646,2952,43559,14.757890559999993,645.314214025883
3,9047,85376,22224,0.260308204914619,790.2671653423091
29,7473,280,60983,217.7953337809369,519.6151151137702
6,7646,4132,60983,14.757890559999993,656.388154762582
37,10586,549,119526,217.7953337809369,584.912398274842
3,9047,119526,31114,0.260308204914619,797.012223160658
29,7473,392,85376,217.7953337809369,529.8205430734295
6,7646,5785,85376,14.757890559999993,664.827638778446
29,7473,549,119526,217.7953337809369,539.1273996015916
6,7646,8099,119526,14.757890559999993,671.1501648592043
2,8395,200,119526,597.6303958948907,687.5385883011767
34,12447,200,43559,217.7953337809369,718.4844992231858
34,12447,280,60983,217.7953337809369,785.075519510168
11,7451,200,2952,14.757890559999993,250.17042488381895
25,8079,280,52,0.18593443208187072,35.66069103199044
11,7451,280,4132,14.757890559999993,289.3666617700578
25,8079,392,73,0.18593443208187072,50.79738196723898
11,7451,392,5785,14.757890559999993,333.8109342599456
34,12447,392,85376,217.7953337809369,849.2709262042367
25,8079,549,102,0.18593443208187072,72.50230987170141
11,7451,549,8099,14.757890559999993,381.2453732979108
25,8079,768,143,0.18593443208187072,103.02219842640343
11,7451,768,11339,14.757890559999993,428.93430339295605
28,9052,2108,52,0.024694009309719853,100.68006224857422
33,11482,22224,52,0.0023425849983812193,365.57745151110936
25,8079,1076,200,0.18593443208187072,144.66217752566078
34,12447,549,119526,217.7953337809369,907.2830007860223
11,7451,1076,15874,14.757890559999993,474.27018268840976
28,9052,2952,73,0.024694009309719853,151.6869215316129
25,8079,1506,280,0.18593443208187072,198.69601548998898
11,7451,1506,22224,14.757890559999993,515.1627656998448
33,11482,31114,73,0.0023425849983812193,453.87932704065
25,8079,2108,392,0.18593443208187072,263.75921612404835
11,7451,2108,31114,14.757890559999993,550.3092849269842
28,9052,4132,102,0.024694009309719853,216.50845497664562
11,7451,2952,43559,14.757890559999993,579.2693912702073
25,8079,2952,549,0.18593443208187072,335.31630714861865
28,9052,5785,143,0.024694009309719853,292.24232352805814
11,7451,4132,60983,14.757890559999993,602.3124712570251
25,8079,4132,768,0.18593443208187072,407.1628484673925
33,11482,43559,102,0.0023425849983812193,542.8613088677159
11,7451,5785,85376,14.757890559999993,620.1462598128996
28,9052,8099,200,0.024694009309719853,373.55571103702
25,8079,5785,1076,0.18593443208187072,473.71695197194924
11,7451,8099,119526,14.757890559999993,633.6576430982412
28,9052,11339,280,0.024694009309719853,454.1292831531634
25,8079,8099,1506,0.18593443208187072,531.4435570699262
33,11482,60983,143,0.0023425849983812193,628.5406445799891
25,8079,11339,2108,0.18593443208187072,579.0146439151378
44,9084,200,8099,40.495651696639975,410.76307059693556
28,9052,15874,392,0.024694009309719853,528.4594906221087
25,8079,15874,2952,0.18593443208187072,616.7289910722853
8,7418,200,15874,79.37147732541433,314.56698525699085
44,9084,280,11339,40.495651696639975,464.4726017922617
33,11482,85376,200,0.0023425849983812193,707.4055030891035
28,9052,22224,549,0.024694009309719853,593.0158857118154
25,8079,22224,4132,0.18593443208187072,645.7828335261868
8,7418,280,22224,79.37147732541433,348.081090127393
44,9084,392,15874,40.495651696639975,520.7936069323113
28,9052,31114,768,0.024694009309719853,646.418233893447
25,8079,31114,5785,0.18593443208187072,667.6988675448189
8,7418,392,31114,79.37147732541433,387.30347560100216
39,9909,200,60983,304.9134672933116,487.98346221049064
33,11482,119526,280,0.0023425849983812193,776.9038890370749
8,7418,549,43559,79.37147732541433,429.8706503944484
44,9084,549,22224,40.495651696639975,575.5894781522013
25,8079,43559,8099,0.18593443208187072,683.9796232954285
28,9052,43559,1076,0.024694009309719853,688.9449131764239
13,8634,200,102,0.5102040816326531,59.170753349708775
8,7418,768,60983,79.37147732541433,472.5995971400814
39,9909,280,85376,304.9134672933116,548.9876544615117
25,8079,60983,11339,0.18593443208187072,695.9409752750905
44,9084,768,31114,40.495651696639975,625.4943839303907
28,9052,60983,1506,0.024694009309719853,721.8433626052972
13,8634,280,143,0.5102040816326531,79.4471303419068
8,7418,1076,85376,79.37147732541433,512.4400823273635
25,8079,85376,15874,0.18593443208187072,704.6590802454159
8,7418,1506,119526,79.37147732541433,547.2863356275836
39,9909,392,119526,304.9134672933116,609.1246129273849
44,9084,1076,43559,40.495651696639975,668.5603866101427
28,9052,85376,2108,0.024694009309719853,746.7474437780996
13,8634,392,200,0.5102040816326531,106.21958869644818
25,8079,119526,22224,0.18593443208187072,710.977002326032
13,8634,549,280,0.5102040816326531,141.56973655292492
44,9084,1506,60983,40.495651696639975,704.150620926695
28,9052,119526,2952,0.024694009309719853,765.3002397598003
13,8634,768,392,0.5102040816326531,187.58427258890447
44,9084,2108,85376,40.495651696639975,732.5610045432521
48,4560,4132,52,0.012598984341693804,144.60853708559029
13,8634,1076,549,0.5102040816326531,245.090478586533
48,4560,5785,73,0.012598984341693804,187.9562016327547
44,9084,2952,119526,40.495651696639975,754.6252620688621
48,4560,8099,102,0.012598984341693804,230.1517928896518
48,4560,11339,143,0.012598984341693804,268.4040517642084
48,4560,15874,200,0.012598984341693804,301.1296199012806
13,8634,1506,768,0.5102040816326531,312.3910304527863
48,4560,22224,280,0.012598984341693804,327.87397707724153
48,4560,31114,392,0.012598984341693804,348.9722582425278
48,4560,43559,549,0.012598984341693804,365.1782659180401
13,8634,2108,1076,0.5102040816326531,385.0742232390313
48,4560,60983,768,0.012598984341693804,377.3816703175399
48,4560,85376,1076,0.012598984341693804,386.4377281123738
48,4560,119526,1506,0.012598984341693804,393.0868649994527
13,8634,2952,1506,0.5102040816326531,457.3392272043606
13,8634,4132,2108,0.5102040816326531,523.9724597946772
13,8634,5785,2952,0.5102040816326531,581.6564377313003
13,8634,8099,4132,0.5102040816326531,629.1603062443303
13,8634,11339,5785,0.5102040816326531,666.8160244982389
48,4560,200,8099,40.495651696639975,184.23867279947808
13,8634,15874,8099,0.5102040816326531,695.8264899626022
48,4560,280,11339,40.495651696639975,204.87108172225155
44,9084,200,392,1.9599999999999997,133.1085070697898
48,4560,392,15874,40.495651696639975,225.44010037463656
48,4560,549,22224,40.495651696639975,245.49451008527927
13,8634,22224,11339,0.5102040816326531,717.7124744604696
47,6015,200,43559,217.7953337809369,190.36580358945128
48,4560,768,31114,40.495651696639975,265.53655634055406
48,4560,1076,43559,40.495651696639975,286.14596029958096
7,8352,22224,52,0.0023425849983812193,81.51103659545176
47,6015,280,60983,217.7953337809369,222.49884456824958
44,9084,280,549,1.9599999999999997,166.27192213774117
48,4560,1506,60983,40.495651696639975,307.0239414942052
13,8634,31114,15874,0.5102040816326531,733.9729368021847
48,4560,2108,85376,40.495651696639975,327.0706552223974
47,6015,392,85376,217.7953337809369,261.61353869083746
48,4560,2952,119526,40.495651696639975,345.11348146749197
7,8352,31114,73,0.0023425849983812193,112.03277030272781
47,6015,549,119526,217.7953337809369,304.78256301811854
38,10602,200,4132,20.66104678399999,410.13288164250537
44,9084,392,768,1.9599999999999997,207.00872473812802
13,8634,43559,22224,0.5102040816326531,745.9206637886687
7,8352,43559,102,0.0023425849983812193,151.6917460280654
13,8634,60983,31114,0.5102040816326531,754.6295855480527
44,9084,549,1076,1.9599999999999997,257.06640858072535
38,10602,280,5785,20.66104678399999,479.0208914138909
7,8352,60983,143,0.0023425849983812193,201.4454678491659
13,8634,85376,43559,0.5102040816326531,760.9412678969363
7,8352,85376,200,0.0023425849983812193,260.7911757120127
44,9084,768,1506,1.9599999999999997,317.23537236801013
38,10602,392,8099,20.66104678399999,552.6600823169721
13,8634,119526,60983,0.5102040816326531,765.4967307135856
7,8352,119526,280,0.0023425849983812193,327.2687268468792
44,9084,1076,2108,1.9599999999999997,385.62652294241065
38,10602,549,11339,20.66104678399999,625.5739775573131
30,7199,200,31114,155.5680955578121,501.8301394882066
44,9084,1506,2952,1.9599999999999997,457.5029049859364
30,7199,280,43559,155.5680955578121,531.5608990587853
44,9084,2108,4132,1.9599999999999997,527.1209918947137
38,10602,768,15874,20.66104678399999,692.9287986385976
30,7199,392,60983,155.5680955578121,557.8185145502091
4,6375,5785,52,0.00899927452978129,86.32281347150519
30,7199,549,85376,155.5680955578121,579.6498159297565
4,6375,8099,73,0.00899927452978129,123.0450122718496
44,9084,2952,5785,1.9599999999999997,589.8382012681581
38,10602,1076,22224,20.66104678399999,751.5635662235054
30,7199,768,119526,155.5680955578121,597.0237625445488
4,6375,11339,102,0.00899927452978129,168.25139899841878
4,6375,200,85376,426.87885421063623,547.4536419843586
4,6375,15874,143,0.00899927452978129,220.2179041924395
44,9084,4132,8099,1.9599999999999997,643.1013771899272
4,6375,280,119526,426.87885421063623,554.0099051796353
4,6375,22224,200,0.00899927452978129,275.62194576165115
38,10602,1506,31114,20.66104678399999,800.1878072029521
4,6375,31114,280,0.00899927452978129,330.35641197896894
44,9084,5785,11339,1.9599999999999997,686.3117882170833
4,6375,43559,392,0.00899927452978129,380.75576701527376
38,10602,2108,43559,20.66104678399999,838.9943980393864
4,6375,60983,549,0.00899927452978129,424.4522606050711
44,9084,8099,15874,1.9599999999999997,720.1775154237213
30,7199,5785,52,0.00899927452978129,105.01011448765506
4,6375,85376,768,0.00899927452978129,460.53579529196367
38,10602,2952,60983,20.66104678399999,869.0680236586333
4,6375,119526,1076,0.00899927452978129,489.2233614917422
30,7199,8099,73,0.00899927452978129,147.3142378065461
44,9084,11339,22224,1.9599999999999997,746.0493790505357
30,7199,11339,102,0.00899927452978129,198.61409409294848
4,6375,200,52,0.260308204914619,30.538079855326032
44,9084,15874,31114,1.9599999999999997,765.4475899309762
38,10602,4132,85376,20.66104678399999,891.8644903219493
30,7199,15874,143,0.00899927452978129,257.0477182898609
4,6375,280,73,0.260308204914619,42.91050203625554
4,6375,392,102,0.260308204914619,60.32667584295988
30,7199,22224,200,0.00899927452978129,318.9449299442335
44,9084,22224,43559,1.9599999999999997,779.7953425715727
4,6375,549,143,0.260308204914619,84.39264321551151
38,10602,5785,119526,20.66104678399999,908.8642528404342
30,7199,31114,280,0.00899927452978129,379.7878552439509
4,6375,768,200,0.260308204914619,116.67991869176619
49,2309,4132,52,0.012598984341693804,94.16054794431997
49,2309,5785,73,0.012598984341693804,115.97888677794289
49,2309,8099,102,0.012598984341693804,135.65226794619144
44,9084,31114,60983,1.9599999999999997,790.3036172804804
49,2309,11339,143,0.012598984341693804,152.40038774065837
30,7199,43559,392,0.00899927452978129,435.5943211507207
49,2309,15874,200,0.012598984341693804,166.03215816075644
49,2309,22224,280,0.012598984341693804,176.75250964694393
4,6375,1076,280,0.260308204914619,157.98965516144494
49,2309,31114,392,0.012598984341693804,184.96782730639316
49,2309,43559,549,0.012598984341693804,191.14354175098148
49,2309,60983,768,0.012598984341693804,195.72082589548572
49,2309,85376,1076,0.012598984341693804,199.07856518210977
49,2309,119526,1506,0.012598984341693804,201.52331905291396
30,7199,60983,549,0.00899927452978129,483.8375723034786
4,6375,1506,392,0.260308204914619,207.41346868636043
44,9084,43559,85376,1.9599999999999997,797.9454786680009
4,6375,2108,549,0.260308204914619,261.9625613293884
30,7199,85376,768,0.00899927452978129,523.5905092009201
4,6375,2952,768,0.260308204914619,317.3180392525266
30,7199,119526,1076,0.00899927452978129,555.1465837527767
44,9084,60983,119526,1.9599999999999997,803.4745673371099
4,6375,4132,1076,0.260308204914619,369.28314598758845
42,11866,200,15874,79.37147732541433,492.3689061229572
4,6375,5785,1506,0.260308204914619,414.9390811686237
4,6375,8099,2108,0.260308204914619,452.97804409848777
4,6375,11339,2952,0.260308204914619,483.40030405375234
4,6375,15874,4132,0.260308204914619,506.99428008996415
42,11866,280,22224,79.37147732541433,557.2091514329296
4,6375,22224,5785,0.260308204914619,524.8813591629461
4,6375,31114,8099,0.260308204914619,538.2183804250175
49,2309,200,5785,28.925465497599983,79.14658147273022
49,2309,280,8099,28.925465497599983,88.89698951817041
49,2309,392,11339,28.925465497599983,100.2141053464891
49,2309,549,15874,28.925465497599983,112.67616108556716
49,2309,768,22224,28.925465497599983,125.73278223975265
4,6375,43559,11339,0.260308204914619,548.0434865656892
49,2309,1076,31114,28.925465497599983,138.8139652287168
49,2309,1506,43559,28.925465497599983,151.34893218543493
49,2309,2108,60983,28.925465497599983,162.8038962087247
49,2309,2952,85376,28.925465497599983,172.78097850495507
42,11866,392,31114,79.37147732541433,629.0093122983274
49,2309,4132,119526,28.925465497599983,181.0948636581043
4,6375,60983,15874,0.260308204914619,555.2186085659264
4,6375,85376,22224,0.260308204914619,560.4256988724987
4,6375,119526,31114,0.260308204914619,564.1875589187271
42,11866,549,43559,79.37147732541433,702.2908878005808
42,11866,768,60983,79.37147732541433,771.868848427133
42,11866,1076,85376,79.37147732541433,834.1346344108514
42,11866,1506,119526,79.37147732541433,887.244418277063
35,9015,200,8099,40.495651696639975,426.8502613805362
35,9015,280,11339,40.495651696639975,477.4376213123383
27,8996,549,52,0.09486450616421976,66.16916625288044
35,9015,392,15874,40.495651696639975,529.7852572398525
27,8996,768,73,0.09486450616421976,102.60478852256395
35,9015,549,22224,40.495651696639975,580.9954206158895
27,8996,1076,102,0.09486450616421976,154.00678826055295
1,6448,200,73,0.36443148688046656,39.341683772351516
35,9015,768,31114,40.495651696639975,628.0944436552223
1,6448,280,102,0.36443148688046656,54.245070239681915
27,8996,1506,143,0.09486450616421976,220.68147997248232
1,6448,392,143,0.36443148688046656,74.62658712713149
35,9015,1076,43559,40.495651696639975,669.0532882580046
1,6448,549,200,0.36443148688046656,102.03918842185196
27,8996,2108,200,0.09486450616421976,299.20502550243737
35,9015,1506,60983,40.495651696639975,703.0461915684975
1,6448,768,280,0.36443148688046656,137.79104117850548
1,6448,1076,392,0.36443148688046656,182.25030993757892
27,8996,2952,280,0.09486450616421976,383.04398098014485
35,9015,2108,85376,40.495651696639975,730.2228473346743
1,6448,1506,549,0.36443148688046656,233.96951750393208
1,6448,2108,768,0.36443148688046656,289.4338721181717
27,8996,4132,392,0.09486450616421976,464.88411853407155
35,9015,2952,119526,40.495651696639975,751.3271524794412
1,6448,2952,1076,0.36443148688046656,344.1254692637292
27,8996,5785,549,0.09486450616421976,538.9487580493474
1,6448,4132,1506,0.36443148688046656,394.125326118121
1,6448,5785,2108,0.36443148688046656,437.0721906821159
27,8996,8099,768,0.09486450616421976,602.0396052357314
1,6448,8099,2952,0.36443148688046656,472.20766304389446
1,6448,11339,4132,0.36443148688046656,499.91363298267237
27,8996,11339,1076,0.09486450616421976,653.332229224981
1,6448,15874,5785,0.36443148688046656,521.1730387433142
40,11730,5785,52,0.00899927452978129,266.9917383277543
1,6448,22224,8099,0.36443148688046656,537.163195356814
27,8996,15874,1506,0.09486450616421976,693.5940978446764
1,6448,31114,11339,0.36443148688046656,549.0168384920016
1,6448,43559,15874,0.36443148688046656,557.712380414525
27,8996,22224,2108,0.09486450616421976,724.386461945597
49,2309,200,8099,40.495651696639975,81.433161788386
40,11730,8099,73,0.00899927452978129,358.2293894765478
49,2309,280,11339,40.495651696639975,91.11126592977338
49,2309,392,15874,40.495651696639975,102.34125631409063
49,2309,549,22224,40.495651696639975,114.6765939099907
49,2309,768,31114,40.495651696639975,127.56074634149773
1,6448,60983,22224,0.36443148688046656,564.0432294763166
49,2309,1076,43559,40.495651696639975,140.43198371800983
49,2309,1506,60983,40.495651696639975,152.73459057638368
49,2309,2108,85376,40.495651696639975,163.95220967661717
49,2309,2952,119526,40.495651696639975,173.7037555244073
1,6448,85376,31114,0.36443148688046656,568.6275127108681
27,8996,31114,2952,0.09486450616421976,747.4924568208653
1,6448,119526,43559,0.36443148688046656,571.9341872465967
27,8996,43559,4132,0.09486450616421976,764.5925010116235
40,11730,11339,102,0.00899927452978129,456.340431250311
27,8996,60983,5785,0.09486450616421976,777.1217396224793
40,11730,15874,143,0.00899927452978129,555.5845137597202
27,8996,85376,8099,0.09486450616421976,786.2360013363638
27,8996,119526,11339,0.09486450616421976,792.8318151177225
40,11730,22224,200,0.00899927452978129,650.154572083802
30,7199,200,43559,217.7953337809369,506.8742116076693
25,8079,200,52,0.260308204914619,33.98681812834986
30,7199,280,60983,217.7953337809369,535.7590078464399
25,8079,280,73,0.260308204914619,47.71478349621687
30,7199,392,85376,217.7953337809369,561.1934724739194
40,11730,31114,280,0.00899927452978129,735.343057526454
25,8079,392,102,0.260308204914619,67.19761996498306
30,7199,549,119526,217.7953337809369,582.2833045717895
25,8079,549,143,0.260308204914619,94.41544480082366
33,11482,200,15874,79.37147732541433,518.3755658236666
40,11730,43559,392,0.00899927452978129,808.3206085868716
8,7418,200,22224,111.12006825558007,319.63683768717885
25,8079,768,200,0.260308204914619,131.50901697933364
8,7418,280,31114,111.12006825558007,352.7146177009856
25,8079,1076,280,0.260308204914619,180.1090352051749
33,11482,280,22224,79.37147732541433,574.3531578958025
8,7418,392,43559,111.12006825558007,391.4557823576204
40,11730,60983,549,0.00899927452978129,868.2301835157461
25,8079,1506,392,0.260308204914619,240.04966781689188
8,7418,549,60983,111.12006825558007,433.49172603440184
6,7646,200,4132,20.66104678399999,463.4142581789034
43,10876,768,52,0.06776036154587126,97.95592399111958
8,7418,768,85376,111.12006825558007,475.6590661357477
25,8079,2108,549,0.260308204914619,308.30403309894774
33,11482,392,31114,79.37147732541433,638.3691429505424
6,7646,280,5785,20.66104678399999,497.57136848211616
8,7418,1076,119526,111.12006825558007,514.9424354318841
25,8079,2952,768,0.260308204914619,379.4881726611732
40,11730,85376,768,0.00899927452978129,915.7415761653959
43,10876,1076,73,0.06776036154587126,151.05315720536626
6,7646,392,8099,20.66104678399999,528.1585675292251
25,8079,4132,1076,0.260308204914619,447.79339188347876
33,11482,549,43559,79.37147732541433,705.4593351615034
6,7646,549,11339,20.66104678399999,555.7596919677508
25,8079,5785,1506,0.260308204914619,508.8216069978296
40,11730,119526,1076,0.00899927452978129,952.4145492883691
43,10876,1506,102,0.06776036154587126,223.44898533918192
6,7646,768,15874,20.66104678399999,580.6312050951534
11,7451,200,4132,20.66104678399999,268.7274498364991
25,8079,8099,2108,0.260308204914619,560.3110357628814
3,9047,200,85376,426.87885421063623,533.4557989270475
33,11482,768,60983,79.37147732541433,769.9440266166057
6,7646,1076,22224,20.66104678399999,602.6614355232012
11,7451,280,5785,20.66104678399999,308.2103043379153
25,8079,11339,2952,0.260308204914619,601.8741733137902
43,10876,2108,143,0.06776036154587126,313.24164024062793
3,9047,280,119526,426.87885421063623,540.817716619447
11,7451,392,8099,20.66104678399999,352.2315995306535
6,7646,1506,31114,20.66104678399999,621.6005848325386
25,8079,15874,4132,0.260308204914619,634.3278773349401
11,7451,549,11339,20.66104678399999,398.42302685202606
6,7646,2108,43559,20.66104678399999,637.325499013086
33,11482,1076,85376,79.37147732541433,827.5538301708393
43,10876,2952,200,0.06776036154587126,413.7336253056106
25,8079,22224,5785,0.260308204914619,659.053322100865
11,7451,768,15874,20.66104678399999,444.22996551709736
6,7646,2952,60983,20.66104678399999,649.9544807844514
25,8079,31114,8099,0.260308204914619,677.5550723866301
11,7451,1076,22224,20.66104678399999,487.3358773621582
6,7646,4132,85376,20.66104678399999,659.8124808231302
45,5610,200,60983,304.9134672933116,254.29142448395461
43,10876,4132,280,0.06776036154587126,515.7672713534733
33,11482,1506,119526,79.37147732541433,876.1328801229788
11,7451,1506,31114,20.66104678399999,525.9237738516694
41,12319,280,52,0.18593443208187072,51.637468296109546
45,5610,280,85376,304.9134672933116,280.42721134591227
4,6375,200,119526,597.6303958948907,549.656815593958
25,8079,43559,11339,0.260308204914619,691.2200255336774
6,7646,5785,119526,20.66104678399999,667.3340226669358
45,5610,392,119526,304.9134672933116,308.1697015051555
11,7451,2108,43559,20.66104678399999,558.8981863899805
25,8079,60983,15874,0.260308204914619,701.2178004160917
43,10876,5785,392,0.06776036154587126,611.0382397254912
11,7451,2952,60983,20.66104678399999,585.9473780724118
25,8079,85376,22224,0.260308204914619,708.4829681376813
41,12319,392,73,0.18593443208187072,76.42228980785849
11,7451,4132,85376,20.66104678399999,607.3962285302671
13,8634,200,143,0.7142857142857143,75.82581550367563
25,8079,119526,31114,0.260308204914619,713.7366814352664
43,10876,8099,549,0.06776036154587126,694.166482976409
11,7451,5785,119526,20.66104678399999,623.9530563531509
40,11730,200,22224,111.12006825558007,513.4187625352715
48,4560,2952,52,0.017638578078371325,125.92550874593232
48,4560,4132,73,0.017638578078371325,168.70052366952152
13,8634,280,200,0.7142857142857143,99.17243588456103
38,10602,200,31114,155.5680955578121,511.65169043642163
48,4560,5785,102,0.017638578078371325,211.9994611244619
48,4560,8099,143,0.017638578078371325,252.45002971021844
41,12319,549,102,0.18593443208187072,112.95167425486764
48,4560,11339,200,0.017638578078371325,287.8444897129245
43,10876,11339,768,0.06776036154587126,762.9816098588377
13,8634,392,280,0.7142857142857143,128.72475694154087
48,4560,15874,280,0.017638578078371325,317.25447483864855
40,11730,280,31114,111.12006825558007,563.7130563720314
48,4560,22224,392,0.017638578078371325,340.738895509312
