i,habitat_cells,matrix_alpha,habitat_alpha,ratio,eca
20,5886,11339,200,0.017638578078371325,291.5667646726437
1,6448,31114,4132,0.13281030862990767,540.3918091768351
20,5886,15874,280,0.017638578078371325,340.53521492950256
20,5886,22224,392,0.017638578078371325,383.14429191729164
1,6448,43559,5785,0.13281030862990767,551.4277372038482
13,8634,200,119526,597.6303958948907,453.0682935134918
20,5886,31114,549,0.017638578078371325,418.4324050641918
1,6448,60983,8099,0.13281030862990767,559.4896244405288
24,8608,22224,52,0.0023425849983812193,89.08925820557766
20,5886,43559,768,0.017638578078371325,446.5527213029514
1,6448,85376,11339,0.13281030862990767,565.3414872703393
20,5886,60983,1076,0.017638578078371325,468.31431070385116
24,8608,31114,73,0.0023425849983812193,121.63837060866666
1,6448,119526,15874,0.13281030862990767,569.5697731211349
20,5886,85376,1506,0.017638578078371325,484.7908019969483
20,5886,119526,2108,0.017638578078371325,497.0663425471767
24,8608,43559,102,0.0023425849983812193,162.7573971818677
24,8608,60983,143,0.0023425849983812193,213.51819072961146
24,8608,85376,200,0.0023425849983812193,273.80835599845
24,8608,119526,280,0.0023425849983812193,341.3976160152564
13,8634,2108,52,0.024694009309719853,99.43819705870044
18,7020,200,119526,597.6303958948907,393.38232119117316
13,8634,2952,73,0.024694009309719853,150.15289687731968
13,8634,4132,102,0.024694009309719853,213.96604117849273
41,12319,1076,52,0.0484002582470509,116.07470325409048
13,8634,5785,143,0.024694009309719853,287.5678857045844
20,5886,200,2952,14.757890559999993,202.3237495474824
20,5886,280,4132,14.757890559999993,218.16075428508563
2,8395,11339,52,0.004591466596827189,155.91857427266936
20,5886,392,5785,14.757890559999993,237.29312449553748
13,8634,8099,200,0.024694009309719853,365.61029017970196
41,12319,1506,73,0.0484002582470509,180.05710089590065
13,8634,200,2952,14.757890559999993,330.06808953430357
20,5886,549,8099,14.757890559999993,261.0039470878512
2,8395,15874,73,0.004591466596827189,212.2344822061538
20,5886,768,11339,14.757890559999993,289.81919316247894
13,8634,11339,280,0.024694009309719853,442.118749517391
20,5886,1076,15874,14.757890559999993,322.8060932833295
21,5947,200,549,2.7439999999999993,103.49857694125818
13,8634,280,4132,14.757890559999993,367.8815239416209
20,5886,1506,22224,14.757890559999993,357.559625783335
21,5947,280,768,2.7439999999999993,126.70170293640082
2,8395,22224,102,0.004591466596827189,276.5971608352488
20,5886,2108,31114,14.757890559999993,391.18171004049077
41,12319,2108,102,0.0484002582470509,264.5519497720973
13,8634,15874,392,0.024694009309719853,512.0856178029242
21,5947,392,1076,2.7439999999999993,155.4320218936108
13,8634,392,5785,14.757890559999993,408.97202371663155
20,5886,2952,43559,14.757890559999993,421.3724815120736
21,5947,549,1506,2.7439999999999993,190.49675989767638
2,8395,31114,143,0.004591466596827189,345.8594012403791
20,5886,4132,60983,14.757890559999993,446.9101192213428
21,5947,768,2108,2.7439999999999993,231.67998842669675
13,8634,22224,549,0.024694009309719853,572.4316198590036
20,5886,5785,85376,14.757890559999993,467.5476845906581
21,5947,1076,2952,2.7439999999999993,276.9897786748508
13,8634,549,8099,14.757890559999993,453.5199901439714
2,8395,43559,200,0.004591466596827189,415.7802861973322
20,5886,8099,119526,14.757890559999993,483.6679428904158
21,5947,1506,4132,2.7439999999999993,323.0043534766209
41,12319,2952,143,0.0484002582470509,366.05374039089094
13,8634,31114,768,0.024694009309719853,622.0802760695315
21,5947,2108,5785,2.7439999999999993,366.2033407855045
13,8634,768,11339,14.757890559999993,500.6578486045488
2,8395,60983,280,0.004591466596827189,481.971554758341
21,5947,2952,8099,2.7439999999999993,404.11235397006556
21,5947,4132,11339,2.7439999999999993,435.63864299125544
13,8634,43559,1076,0.024694009309719853,661.4525920144325
2,8395,85376,392,0.004591466596827189,540.9959923047792
21,5947,5785,15874,2.7439999999999993,460.80332257722716
13,8634,1076,15874,14.757890559999993,548.1956099552655
41,12319,4132,200,0.0484002582470509,477.3068001082345
21,5947,8099,22224,2.7439999999999993,480.2857627095262
13,8634,60983,1506,0.024694009309719853,691.8144616979549
21,5947,11339,31114,2.7439999999999993,495.0345630408619
2,8395,119526,549,0.004591466596827189,590.9774442436368
13,8634,1506,22224,14.757890559999993,593.2585289352754
21,5947,15874,43559,2.7439999999999993,506.01919582371386
21,5947,22224,60983,2.7439999999999993,514.1043917485041
13,8634,85376,2108,0.024694009309719853,714.7440227279616
21,5947,31114,85376,2.7439999999999993,520.0050980045189
13,8634,2108,31114,14.757890559999993,633.3926973675805
41,12319,5785,280,0.0484002582470509,589.3811227551723
21,5947,43559,119526,2.7439999999999993,524.2853044302178
26,7122,200,4132,20.66104678399999,323.87131415409294
13,8634,119526,2952,0.024694009309719853,731.7960342642855
32,10069,200,392,1.9599999999999997,143.5910989220386
13,8634,2952,43559,14.757890559999993,667.247689195943
26,7122,280,5785,20.66104678399999,346.5927381101166
26,7122,392,8099,20.66104678399999,369.4249548391685
13,8634,4132,60983,14.757890559999993,694.5902025309233
41,12319,8099,392,0.0484002582470509,694.1875300347431
32,10069,280,549,1.9599999999999997,182.34064016809302
26,7122,549,11339,20.66104678399999,394.8234538065496
13,8634,5785,85376,14.757890559999993,715.9510101146192
26,7122,768,15874,20.66104678399999,424.1438814038708
32,10069,392,768,1.9599999999999997,232.04309683840017
26,7122,1076,22224,20.66104678399999,456.4710354447738
13,8634,8099,119526,14.757890559999993,732.2310642526443
41,12319,11339,549,0.0484002582470509,786.2273390464546
26,7122,1506,31114,20.66104678399999,489.357804202609
32,10069,549,1076,1.9599999999999997,294.2657633970993
23,5325,4132,52,0.012598984341693804,107.00854589868335
26,7122,2108,43559,20.66104678399999,520.2319943036179
23,5325,5785,73,0.012598984341693804,146.18980291756213
23,5325,8099,102,0.012598984341693804,189.86649806251756
26,7122,2952,60983,20.66104678399999,547.3140306890592
23,5325,11339,143,0.012598984341693804,235.58430807882175
8,7418,200,768,3.8415999999999992,169.04012899720115
41,12319,15874,768,0.0484002582470509,863.0357254603528
32,10069,768,1506,1.9599999999999997,367.94163747668756
23,5325,15874,200,0.012598984341693804,280.38221093129465
26,7122,4132,85376,20.66104678399999,569.83056344558
23,5325,22224,280,0.012598984341693804,321.52751885348505
8,7418,280,1076,3.8415999999999992,199.03124817672068
23,5325,31114,392,0.012598984341693804,357.1937662586404
26,7122,5785,119526,20.66104678399999,587.802953122301
23,5325,43559,549,0.012598984341693804,386.6615106724023
8,7418,392,1506,3.8415999999999992,236.03695925588957
32,10069,1076,2108,1.9599999999999997,448.749716149355
23,5325,60983,768,0.012598984341693804,410.1036023073583
23,5325,85376,1076,0.012598984341693804,428.22134315070826
8,7418,549,2108,3.8415999999999992,281.3675362681629
41,12319,22224,1076,0.0484002582470509,924.6166056312792
23,5325,119526,1506,0.012598984341693804,441.92533247834865
14,9789,15874,52,0.0032796189977337066,177.56075759041988
8,7418,768,2952,3.8415999999999992,333.60364688033485
32,10069,1506,2952,1.9599999999999997,530.3849821006088
8,7418,1076,4132,3.8415999999999992,388.8974376521228
14,9789,22224,73,0.0032796189977337066,237.62086025819465
8,7418,1506,5785,3.8415999999999992,442.6489522449719
41,12319,31114,1506,0.0484002582470509,972.4986540043632
32,10069,2108,4132,1.9599999999999997,606.7783852442185
2,8395,200,11339,56.69391237529596,621.9650348349237
8,7418,2108,8099,3.8415999999999992,491.1655134262943
14,9789,31114,102,0.0032796189977337066,307.5785984082838
28,9052,200,392,1.9599999999999997,156.43833112739296
8,7418,2952,11339,3.8415999999999992,532.4111907539067
32,10069,2952,5785,1.9599999999999997,673.7579402737433
2,8395,280,15874,56.69391237529596,646.9682199632038
41,12319,43559,2108,0.0484002582470509,1008.8825582970377
8,7418,4132,15874,3.8415999999999992,565.8903356913518
27,8996,200,11339,56.69391237529596,544.9029757827051
14,9789,43559,143,0.0032796189977337066,384.89423970832854
28,9052,280,549,1.9599999999999997,194.11234165033937
2,8395,392,22224,56.69391237529596,668.2353817594519
32,10069,4132,8099,1.9599999999999997,729.4919155715554
8,7418,5785,22224,3.8415999999999992,592.1363258337288
27,8996,280,15874,56.69391237529596,588.4358634515651
2,8395,549,31114,56.69391237529596,686.1186797968021
28,9052,392,768,1.9599999999999997,238.19107532314007
14,9789,60983,200,0.0032796189977337066,465.12317719812773
8,7418,8099,31114,3.8415999999999992,612.1895319404538
41,12319,60983,2952,0.0484002582470509,1036.0627286473598
27,8996,392,22224,56.69391237529596,625.3480286589022
32,10069,5785,11339,1.9599999999999997,774.0323959422052
2,8395,768,43559,56.69391237529596,701.009082703853
8,7418,11339,43559,3.8415999999999992,627.2257711154167
28,9052,549,1076,1.9599999999999997,289.2071952432089
14,9789,85376,280,0.0032796189977337066,542.969214747227
8,7418,15874,60983,3.8415999999999992,638.3473772330235
27,8996,549,31114,56.69391237529596,656.8148904428032
21,5947,200,15874,79.37147732541433,335.20713746813436
2,8395,1076,60983,56.69391237529596,713.2820933963287
32,10069,8099,15874,1.9599999999999997,808.560617993633
28,9052,768,1506,1.9599999999999997,347.22819082793256
21,5947,280,22224,79.37147732541433,362.4786461938758
8,7418,22224,85376,3.8415999999999992,646.4928147735915
14,9789,119526,392,0.0032796189977337066,613.8153134064747
21,5947,392,31114,79.37147732541433,391.48165154657505
2,8395,1506,85376,56.69391237529596,723.2542645355798
41,12319,85376,4132,0.0484002582470509,1056.1156717555223
27,8996,768,43559,56.69391237529596,684.3132498293375
21,5947,549,43559,79.37147732541433,419.6535661318064
8,7418,31114,119526,3.8415999999999992,652.416324044952
28,9052,1076,2108,1.9599999999999997,410.94922692419107
32,10069,11339,22224,1.9599999999999997,834.730554956803
21,5947,768,60983,79.37147732541433,444.9470990888267
2,8395,2108,119526,56.69391237529596,731.2073162595267
27,8996,1076,60983,56.69391237529596,708.6723569557364
21,5947,1076,85376,79.37147732541433,466.3041730828303
28,9052,1506,2952,1.9599999999999997,477.1112699522192
21,5947,1506,119526,79.37147732541433,483.5282179532339
27,8996,1506,85376,56.69391237529596,729.9950334256627
41,12319,119526,5785,0.0484002582470509,1070.776688442586
32,10069,15874,31114,1.9599999999999997,854.2406057332009
28,9052,2108,4132,1.9599999999999997,541.283792046187
27,8996,2108,119526,56.69391237529596,748.1111678882019
32,10069,22224,43559,1.9599999999999997,868.6120156886413
28,9052,2952,5785,1.9599999999999997,599.4771541413386
28,9052,4132,8099,1.9599999999999997,649.2597225057874
32,10069,31114,60983,1.9599999999999997,879.1066907820795
28,9052,5785,11339,1.9599999999999997,689.9010725359185
32,10069,43559,85376,1.9599999999999997,886.722588079477
28,9052,8099,15874,1.9599999999999997,721.910486343689
32,10069,60983,119526,1.9599999999999997,892.2245803804692
28,9052,11339,22224,1.9599999999999997,746.4545054161589
28,9052,15874,31114,1.9599999999999997,764.9068640371562
18,7020,15874,52,0.0032796189977337066,154.6209277454059
18,7020,22224,73,0.0032796189977337066,201.13767677567827
28,9052,22224,43559,1.9599999999999997,778.5817224700405
18,7020,31114,102,0.0032796189977337066,252.46187524271943
28,9052,31114,60983,1.9599999999999997,788.6112670874497
18,7020,43559,143,0.0032796189977337066,306.82034191286135
18,7020,60983,200,0.0032796189977337066,361.5412244353261
28,9052,43559,85376,1.9599999999999997,795.9123477927615
18,7020,85376,280,0.0032796189977337066,413.5281717987185
39,9909,15874,52,0.0032796189977337066,386.7182702426246
18,7020,119526,392,0.0032796189977337066,460.14111124262575
28,9052,60983,119526,1.9599999999999997,801.1986907859018
39,9909,22224,73,0.0032796189977337066,473.9849441283357
39,9909,31114,102,0.0032796189977337066,555.7914210620684
21,5947,200,85376,426.87885421063623,363.1205913997402
21,5947,280,119526,426.87885421063623,386.14474038103356
39,9909,43559,143,0.0032796189977337066,628.3151941947771
32,10069,200,1076,5.378239999999998,247.82364599606137
39,9909,60983,200,0.0032796189977337066,689.5782873261602
32,10069,280,1506,5.378239999999998,307.8774277975629
39,9909,85376,280,0.0032796189977337066,739.2971247267141
32,10069,392,2108,5.378239999999998,379.29802083491506
39,9909,119526,392,0.0032796189977337066,778.3747641238406
32,10069,549,2952,5.378239999999998,457.8934973079787
27,8996,11339,52,0.004591466596827189,282.57103992947845
13,8634,392,52,0.13281030862990767,41.39605032392691
32,10069,768,4132,5.378239999999998,537.4814476382422
27,8996,15874,73,0.004591466596827189,363.9580706507038
13,8634,549,73,0.13281030862990767,61.49861291054715
20,5886,2108,52,0.024694009309719853,80.17781319323595
27,8996,22224,102,0.004591466596827189,444.5441631753125
13,8634,768,102,0.13281030862990767,91.85668123785464
32,10069,1076,5785,5.378239999999998,612.107011175469
20,5886,2952,73,0.024694009309719853,119.11362108713065
20,5886,4132,102,0.024694009309719853,166.7880785118807
27,8996,31114,143,0.004591466596827189,519.0525120068218
13,8634,1076,143,0.13281030862990767,135.6928062218841
20,5886,5785,143,0.024694009309719853,219.9364207822655
32,10069,1506,8099,5.378239999999998,677.6592408170411
20,5886,8099,200,0.024694009309719853,274.17473275496553
13,8634,1506,200,0.13281030862990767,194.38471493306892
27,8996,43559,200,0.004591466596827189,584.0087091696034
20,5886,11339,280,0.024694009309719853,325.3436050661892
20,5886,15874,392,0.024694009309719853,370.52717458235304
32,10069,2108,11339,5.378239999999998,732.3009976199361
13,8634,2108,280,0.13281030862990767,265.8529017399208
20,5886,22224,549,0.024694009309719853,408.3562416408424
27,8996,60983,280,0.004591466596827189,637.9671275119109
20,5886,31114,768,0.024694009309719853,438.7420067117918
13,8634,2952,392,0.13281030862990767,344.6215595828447
20,5886,43559,1076,0.024694009309719853,462.39302246274275
32,10069,2952,15874,5.378239999999998,776.0360103988285
27,8996,85376,392,0.004591466596827189,681.1050006786664
20,5886,60983,1506,0.024694009309719853,480.37504060288666
20,5886,85376,2108,0.024694009309719853,493.81264460178835
13,8634,4132,549,0.13281030862990767,423.712934751512
27,8996,119526,549,0.004591466596827189,714.58760921222
32,10069,4132,22224,5.378239999999998,809.9834442038239
20,5886,119526,2952,0.024694009309719853,503.7284240532683
13,8634,5785,768,0.13281030862990767,497.00487410507213
32,10069,5785,31114,5.378239999999998,835.7395935268316
13,8634,8099,1076,0.13281030862990767,560.6342295908219
13,8634,11339,1506,0.13281030862990767,613.1319374424794
32,10069,8099,43559,5.378239999999998,854.9563870252618
13,8634,15874,2108,0.13281030862990767,654.8015846444971
20,5886,200,4132,20.66104678399999,210.52507267668312
32,10069,11339,60983,5.378239999999998,869.1202563239608
20,5886,280,5785,20.66104678399999,225.153079729854
13,8634,22224,2952,0.13281030862990767,686.9360684768221
20,5886,392,8099,20.66104678399999,243.51794144269647
45,5610,31114,52,0.001673274998843728,258.0935647848333
20,5886,549,11339,20.66104678399999,266.8149377808766
45,5610,43559,73,0.001673274998843728,305.68344932634045
32,10069,15874,85376,5.378239999999998,879.4679782422321
13,8634,31114,4132,0.13281030862990767,711.1966946078134
20,5886,768,15874,20.66104678399999,295.38783037233827
45,5610,60983,102,0.001673274998843728,348.23716485989115
45,5610,85376,143,0.001673274998843728,384.4141514118913
20,5886,1076,22224,20.66104678399999,328.0842617110876
13,8634,43559,5785,0.13281030862990767,729.2312794802289
45,5610,119526,200,0.001673274998843728,413.9050548928938
20,5886,1506,31114,20.66104678399999,362.37128246841803
32,10069,22224,119526,5.378239999999998,886.9796876736143
20,5886,2108,43559,20.66104678399999,395.36034585481553
13,8634,60983,8099,0.13281030862990767,742.487925423489
20,5886,2952,60983,20.66104678399999,424.83941693698733
20,5886,4132,85376,20.66104678399999,449.67947958675995
13,8634,85376,11339,0.13281030862990767,752.1537962974428
20,5886,5785,119526,20.66104678399999,469.695269137007
25,8079,31114,52,0.001673274998843728,93.11286317220528
13,8634,119526,15874,0.13281030862990767,759.1605209925774
25,8079,43559,73,0.001673274998843728,125.74567745171471
25,8079,60983,102,0.001673274998843728,167.42194765298137
25,8079,85376,143,0.001673274998843728,219.7422073430997
25,8079,119526,200,0.001673274998843728,282.05873776539846
13,8634,200,22224,111.12006825558007,433.95471692232655
21,5947,200,768,3.8415999999999992,125.23934463247618
21,5947,280,1076,3.8415999999999992,152.5648795928476
13,8634,280,31114,111.12006825558007,457.9882968611101
21,5947,392,1506,3.8415999999999992,185.55902846940052
21,5947,549,2108,3.8415999999999992,224.45824182759253
13,8634,392,43559,111.12006825558007,486.3491072297619
21,5947,768,2952,3.8415999999999992,268.02973260083024
21,5947,1076,4132,3.8415999999999992,313.35373553765396
21,5947,1506,5785,3.8415999999999992,356.90036647160866
14,9789,200,392,1.9599999999999997,179.8536432098138
13,8634,549,60983,111.12006825558007,519.3375261482236
21,5947,2108,8099,3.8415999999999992,395.85902475708497
21,5947,2952,11339,3.8415999999999992,428.74829302019884
13,8634,768,85376,111.12006825558007,555.948402888063
21,5947,4132,15874,3.8415999999999992,455.29861882311945
14,9789,280,549,1.9599999999999997,226.7064992697809
21,5947,5785,22224,3.8415999999999992,476.0253651165004
21,5947,8099,31114,3.8415999999999992,491.81150121921746
13,8634,1076,119526,111.12006825558007,593.8078401150013
21,5947,11339,43559,3.8415999999999992,503.620424049403
14,9789,392,768,1.9599999999999997,282.3475219310132
21,5947,15874,60983,3.8415999999999992,512.339879421502
21,5947,22224,85376,3.8415999999999992,518.7179712084777
21,5947,31114,119526,3.8415999999999992,523.3520182377185
14,9789,549,1076,1.9599999999999997,346.6985489935531
14,9789,768,1506,1.9599999999999997,417.9025278043581
2,8395,768,52,0.06776036154587126,56.96704858103037
2,8395,1076,73,0.06776036154587126,86.34411911813636
14,9789,1076,2108,1.9599999999999997,492.1237933176318
2,8395,1506,102,0.06776036154587126,128.16798505218935
3,9047,200,392,1.9599999999999997,186.1479192250301
14,9789,1506,2952,1.9599999999999997,564.4846291689017
2,8395,2108,143,0.06776036154587126,184.14526892721523
3,9047,280,549,1.9599999999999997,231.7252901823695
14,9789,2108,4132,1.9599999999999997,630.5852684536774
2,8395,2952,200,0.06776036154587126,252.91266975475742
3,9047,392,768,1.9599999999999997,281.18712858077805
2,8395,4132,280,0.06776036154587126,329.4599691627696
14,9789,2952,5785,1.9599999999999997,687.6050283700364
39,9909,200,549,2.7439999999999993,156.22899913709597
3,9047,549,1076,1.9599999999999997,334.14632443756597
2,8395,5785,392,0.06776036154587126,406.8848814620382
14,9789,4132,8099,1.9599999999999997,734.5302236908905
21,5947,200,22224,111.12006825558007,344.51758579609765
39,9909,280,768,2.7439999999999993,197.06638691789902
2,8395,8099,549,0.06776036154587126,478.9565284561449
3,9047,768,1506,1.9599999999999997,390.8324103604965
21,5947,280,31114,111.12006825558007,370.45793467580035
21,5947,392,43559,111.12006825558007,398.21236038402185
2,8395,11339,768,0.06776036154587126,541.6862119547748
14,9789,5785,11339,1.9599999999999997,771.7481286660554
21,5947,549,60983,111.12006825558007,425.17415969837924
39,9909,392,1076,2.7439999999999993,249.45863365745916
3,9047,1076,2108,1.9599999999999997,450.6289795536641
21,5947,768,85376,111.12006825558007,449.3426919970194
2,8395,15874,1076,0.06776036154587126,593.5135409335164
21,5947,1076,119526,111.12006825558007,469.7136810909289
14,9789,8099,15874,1.9599999999999997,800.4489294837548
3,9047,1506,2952,1.9599999999999997,511.1974906373784
39,9909,549,1506,2.7439999999999993,313.8602706267004
2,8395,22224,1506,0.06776036154587126,634.6817577301831
3,9047,2108,4132,1.9599999999999997,569.1339713111051
14,9789,11339,22224,1.9599999999999997,822.1226223062754
39,9909,768,2108,2.7439999999999993,388.1302082418518
2,8395,31114,2108,0.06776036154587126,666.4422670379201
3,9047,2952,5785,1.9599999999999997,621.3240970861553
9,6234,200,549,2.7439999999999993,136.88426951745114
2,8395,43559,2952,0.06776036154587126,690.4257588083589
14,9789,15874,31114,1.9599999999999997,838.2391724501032
39,9909,1076,2952,2.7439999999999993,467.5208708928162
9,6234,280,768,2.7439999999999993,171.11548340371905
3,9047,4132,8099,1.9599999999999997,665.8676875528374
2,8395,60983,4132,0.06776036154587126,708.2564622271595
9,6234,392,1076,2.7439999999999993,211.96919031826263
14,9789,22224,43559,1.9599999999999997,850.089356269223
9,6234,549,1506,2.7439999999999993,258.12462126004596
39,9909,1506,4132,2.7439999999999993,545.9851437081015
2,8395,85376,5785,0.06776036154587126,721.3641223532045
9,6234,768,2108,2.7439999999999993,306.77267719777126
3,9047,5785,11339,1.9599999999999997,702.2293674244995
3,9047,15874,52,0.0032796189977337066,112.63913650114543
9,6234,1076,2952,2.7439999999999993,354.3895299218289
14,9789,31114,60983,1.9599999999999997,858.7318030983332
39,9909,2108,5785,2.7439999999999993,618.1207090339415
9,6234,1506,4132,2.7439999999999993,397.8693530827665
2,8395,119526,8099,0.06776036154587126,730.9217326818074
14,9789,200,60983,304.9134672933116,549.8120609774567
3,9047,8099,15874,1.9599999999999997,730.8935509796785
3,9047,22224,73,0.0032796189977337066,149.87554505557054
9,6234,2108,5785,2.7439999999999993,435.2817315177137
14,9789,43559,85376,1.9599999999999997,864.9978363360727
9,6234,2952,8099,2.7439999999999993,465.9734276571659
39,9909,2952,8099,2.7439999999999993,680.4926742819529
3,9047,11339,22224,1.9599999999999997,752.8981474571397
14,9789,280,85376,304.9134672933116,592.4846580103232
9,6234,4132,11339,2.7439999999999993,490.241973938815
3,9047,31114,102,0.0032796189977337066,194.92342426549524
9,6234,5785,15874,2.7439999999999993,508.9080966079361
14,9789,60983,119526,1.9599999999999997,869.52170420807
3,9047,15874,31114,1.9599999999999997,769.4598898793752
9,6234,8099,22224,2.7439999999999993,522.974560057661
39,9909,4132,11339,2.7439999999999993,731.8411811494577
14,9789,392,119526,304.9134672933116,635.7570679555065
3,9047,43559,143,0.0032796189977337066,248.23491705523733
9,6234,11339,31114,2.7439999999999993,533.4175070797655
9,6234,15874,43559,2.7439999999999993,541.0866725486093
3,9047,22224,43559,1.9599999999999997,781.7453360306602
21,5947,200,119526,597.6303958948907,365.0973039532303
22,9846,200,549,2.7439999999999993,296.62346562119575
3,9047,60983,200,0.0032796189977337066,309.29283404826026
39,9909,5785,15874,2.7439999999999993,772.5481227747802
9,6234,22224,60983,2.7439999999999993,546.6748287386717
9,6234,31114,85376,2.7439999999999993,550.7237360669053
3,9047,31114,60983,1.9599999999999997,790.7627058759201
3,9047,85376,280,0.0032796189977337066,376.2740212590654
22,9846,280,768,2.7439999999999993,373.85779705107257
9,6234,43559,119526,2.7439999999999993,553.6455097071237
39,9909,8099,22224,2.7439999999999993,803.9166133155371
3,9047,43559,85376,1.9599999999999997,797.3308108339113
3,9047,119526,392,0.0032796189977337066,445.88538284434304
22,9846,392,1076,2.7439999999999993,455.232052721668
39,9909,11339,31114,2.7439999999999993,827.5876177586489
3,9047,60983,119526,1.9599999999999997,802.0885350884552
22,9846,549,1506,2.7439999999999993,534.819094820299
22,9846,200,2952,14.757890559999993,666.6861858683901
39,9909,15874,43559,2.7439999999999993,845.1783478351058
22,9846,768,2108,2.7439999999999993,607.5934787201202
22,9846,280,4132,14.757890559999993,717.1811744937042
39,9909,22224,60983,2.7439999999999993,858.1059708773688
22,9846,1076,2952,2.7439999999999993,670.4707217867821
22,9846,392,5785,14.757890559999993,757.5497061380781
39,9909,31114,85376,2.7439999999999993,867.530554881211
22,9846,1506,4132,2.7439999999999993,722.3624099730774
22,9846,549,8099,14.757890559999993,789.2485672179324
27,8996,200,2108,10.541350399999995,342.71678889188667
39,9909,43559,119526,2.7439999999999993,874.3616730338292
22,9846,2108,5785,2.7439999999999993,763.6678278488251
22,9846,768,11339,14.757890559999993,813.8102681451096
27,8996,280,2952,10.541350399999995,404.13186157989713
27,8996,200,549,2.7439999999999993,169.62773599876036
27,8996,392,4132,10.541350399999995,465.54822522756297
22,9846,2952,8099,2.7439999999999993,795.6404986147913
27,8996,280,768,2.7439999999999993,214.34654182454977
22,9846,1076,15874,14.757890559999993,832.6104178456386
27,8996,549,5785,10.541350399999995,523.6901560386121
27,8996,392,1076,2.7439999999999993,268.31133793039737
22,9846,4132,11339,2.7439999999999993,819.8684677287616
22,9846,1506,22224,14.757890559999993,846.8275582026059
13,8634,200,4132,20.66104678399999,356.49701895610974
27,8996,768,8099,10.541350399999995,576.6768989221569
27,8996,549,1506,2.7439999999999993,330.45871873710564
22,9846,5785,15874,2.7439999999999993,837.9372514277508
22,9846,2108,31114,14.757890559999993,857.4561187529591
13,8634,280,5785,20.66104678399999,392.0793658574128
27,8996,768,2108,2.7439999999999993,397.83811368368606
27,8996,1076,11339,10.541350399999995,623.6193379635025
22,9846,8099,22224,2.7439999999999993,851.2542537422156
22,9846,2952,43559,14.757890559999993,865.3212926352865
13,8634,392,8099,20.66104678399999,430.6751826636441
14,9789,4132,52,0.012598984341693804,136.30181380472445
27,8996,1076,2952,2.7439999999999993,466.28952776232165
27,8996,1506,15874,10.541350399999995,664.058026057265
22,9846,11339,31114,2.7439999999999993,860.9842727433924
13,8634,549,11339,20.66104678399999,472.6211932081921
22,9846,4132,60983,14.757890559999993,871.0921422841171
27,8996,1506,4132,2.7439999999999993,531.5680605498075
27,8996,2108,22224,10.541350399999995,697.8379251643288
14,9789,5785,73,0.012598984341693804,195.21925969100886
13,8634,768,15874,20.66104678399999,517.128330867616
22,9846,15874,43559,2.7439999999999993,868.0486246387703
27,8996,2108,5785,2.7439999999999993,590.302955573664
22,9846,5785,85376,14.757890559999993,875.297597876897
27,8996,2952,31114,10.541350399999995,725.1896373442877
14,9789,8099,102,0.012598984341693804,266.25633255221436
13,8634,1076,22224,20.66104678399999,562.0530088464872
27,8996,2952,8099,2.7439999999999993,640.5175472995533
22,9846,22224,60983,2.7439999999999993,873.1541242915986
27,8996,4132,43559,10.541350399999995,746.7172493118509
22,9846,8099,119526,14.757890559999993,878.3461876151545
13,8634,1506,31114,20.66104678399999,604.5983970297566
14,9789,11339,143,0.012598984341693804,346.5177921949206
27,8996,4132,11339,2.7439999999999993,681.6470542213124
27,8996,5785,60983,10.541350399999995,763.2625879467225
22,9846,31114,85376,2.7439999999999993,876.8317317681723
18,7020,11339,52,0.004591466596827189,148.32755030040207
21,5947,2952,52,0.017638578078371325,129.95682159532348
13,8634,2108,43559,20.66104678399999,642.4188599205479
27,8996,5785,15874,2.7439999999999993,714.1942220441132
18,7020,15874,73,0.004591466596827189,195.06326203821675
14,9789,15874,200,0.012598984341693804,431.06069117774314
27,8996,8099,85376,10.541350399999995,775.7406511216834
21,5947,4132,73,0.017638578078371325,180.58158050651073
22,9846,43559,119526,2.7439999999999993,879.4744857282358
18,7020,22224,102,0.004591466596827189,246.84977986512925
21,5947,5785,102,0.017638578078371325,235.5164318998092
13,8634,2952,60983,20.66104678399999,674.2559905038374
27,8996,8099,22224,2.7439999999999993,739.2690676563275
21,5947,8099,143,0.017638578078371325,290.23504595267866
27,8996,11339,119526,10.541350399999995,785.0158737098931
18,7020,31114,143,0.004591466596827189,301.8311851191072
14,9789,22224,280,0.012598984341693804,513.9830793922112
21,5947,11339,200,0.017638578078371325,340.8073093504248
18,7020,43559,200,0.004591466596827189,357.2628201918474
13,8634,4132,85376,20.66104678399999,699.9206617059364
27,8996,11339,31114,2.7439999999999993,758.1985860626063
21,5947,15874,280,0.017638578078371325,384.7351842021528
18,7020,60983,280,0.004591466596827189,409.9821600382237
21,5947,22224,392,0.017638578078371325,421.0514090351494
14,9789,31114,392,0.012598984341693804,590.0598873182275
27,8996,15874,43559,2.7439999999999993,772.2741801419394
21,5947,31114,549,0.017638578078371325,449.94857287861726
13,8634,5785,119526,20.66104678399999,719.9398203206903
18,7020,85376,392,0.004591466596827189,457.2920189463825
21,5947,43559,768,0.017638578078371325,472.2862808004504
18,7020,119526,549,0.004591466596827189,497.5937288409933
21,5947,60983,1076,0.017638578078371325,489.18506279499724
27,8996,22224,60983,2.7439999999999993,782.6245693459115
14,9789,43559,549,0.012598984341693804,655.92010478349
21,5947,85376,1506,0.017638578078371325,501.7677727056627
21,5947,119526,2108,0.017638578078371325,511.0287323710548
