i,matrix_alpha,habitat_alpha,ratio,eca
44,14211,9095,0.64,727.4640284614112
32,84703,14211,0.16777216,883.8266248062937
38,977,1221,1.25,369.64017479043815
9,43368,400,0.009223372036854775,464.80192516855914
38,625,11369,18.189894035458565,642.8380552507358
9,54210,500,0.009223372036854775,482.0877983663622
44,17764,11369,0.64,744.2620795021764
32,165436,67763,0.4096,896.5975823908248
18,34694,400,0.011529215046068469,445.62501164656516
9,67763,625,0.009223372036854775,496.5742075494644
32,105879,17764,0.16777216,888.2439222205985
41,206795,165436,0.8,1099.3872700077393
38,1221,1526,1.25,426.13576475120186
18,43368,500,0.011529215046068469,474.9494900034815
9,84703,781,0.009223372036854775,508.60741993994907
38,781,14211,18.189894035458565,687.455305959067
44,22204,14211,0.64,758.1214203926355
32,206795,84703,0.4096,898.5085176957898
9,105879,977,0.009223372036854775,518.5307561819513
18,54210,625,0.011529215046068469,500.8147363831696
35,977,400,0.4096,229.39229359836787
32,132349,22204,0.16777216,891.7989604720481
9,132349,1221,0.009223372036854775,526.666085732284
24,22204,400,0.018014398509481985,390.45808131157435
44,27756,17764,0.64,769.4871467340362
18,67763,781,0.011529215046068469,523.2385581683463
38,1526,1907,1.25,484.43416960968216
38,977,17764,18.189894035458565,728.1790165045345
9,165436,1526,0.009223372036854775,533.3037882493659
32,258494,105879,0.4096,900.041407761392
41,258494,206795,0.8,1101.2425378356495
18,84703,977,0.011529215046068469,542.3970916747314
35,1221,500,0.4096,274.11846110745523
24,27756,500,0.018014398509481985,438.5600900491074
9,206795,1907,0.009223372036854775,538.6986775497878
44,34694,22204,0.64,778.7625023893715
32,165436,27756,0.16777216,894.6566445291868
18,105879,1221,0.011529215046068469,558.5673270838992
9,258494,2384,0.009223372036854775,543.069803695303
38,1907,2384,1.25,542.4359952717547
32,323117,132349,0.4096,901.2703781446152
24,34694,625,0.018014398509481985,484.5020058365577
18,132349,1526,0.011529215046068469,572.0782346178412
35,1526,625,0.4096,322.71437852549593
38,1221,22204,18.189894035458565,764.5242205106128
9,323117,2980,0.009223372036854775,546.602558334903
44,43368,27756,0.64,786.3022271337259
18,165436,1907,0.011529215046068469,583.2738718959871
9,403897,3725,0.009223372036854775,549.4519768835829
41,323117,258494,0.8,1102.730082229381
32,206795,34694,0.16777216,896.9515738921903
24,43368,781,0.018014398509481985,527.1510425640482
35,1907,781,0.4096,373.6455135899427
32,403897,165436,0.4096,902.2552596710561
18,206795,2384,0.011529215046068469,592.4883050237305
38,2384,2980,1.25,598.2112469091549
44,54210,34694,0.64,792.4117365280963
38,1526,27756,18.189894035458565,796.343077708027
24,54210,977,0.018014398509481985,565.762593963691
18,258494,2980,0.011529215046068469,600.0304228206197
35,2384,977,0.4096,425.11570962735397
32,258494,43368,0.16777216,898.7931605364704
44,67763,43368,0.64,797.3497612489253
18,323117,3725,0.011529215046068469,606.1761956993239
24,67763,1221,0.018014398509481985,599.96997481935
41,403897,323117,0.8,1103.922253904146
38,2980,3725,1.25,650.231895955362
38,1907,34694,18.189894035458565,823.7489991942541
18,403897,4657,0.011529215046068469,611.1660768053639
35,2980,1221,0.4096,475.34993853327836
32,323117,54210,0.16777216,900.2700530908389
44,84703,54210,0.64,801.3327957411743
24,84703,1526,0.018014398509481985,629.723257093236
35,3725,1526,0.4096,522.8376394231813
38,3725,4657,1.25,697.4750972547695
24,105879,1907,0.018014398509481985,655.2064438255595
38,2384,43368,18.189894035458565,847.0342977714216
44,105879,67763,0.64,804.5402766494057
20,400,4657,11.641532182693481,233.17591920217097
32,403897,67763,0.16777216,901.4538919672185
20,500,5821,11.641532182693481,248.78000331572426
35,4657,1907,0.4096,566.4768121736322
24,132349,2384,0.018014398509481985,676.7548434907433
38,4657,5821,1.25,739.4141839225953
20,625,7276,11.641532182693481,266.5494473466706
44,132349,84703,0.64,807.1198283871096
38,2980,54210,18.189894035458565,866.5961066557938
20,781,9095,11.641532182693481,286.488415717039
35,5821,2384,0.4096,605.6106930516027
24,165436,2980,0.018014398509481985,694.7850074138327
20,977,11369,11.641532182693481,308.2734501398013
44,165436,105879,0.64,809.1922005373187
20,1221,14211,11.641532182693481,331.26504756544347
38,5821,7276,1.25,775.9387706037081
24,206795,3725,0.018014398509481985,709.7417982027702
35,7276,2980,0.4096,639.983999447831
20,1526,17764,11.641532182693481,354.62879155126643
38,3725,67763,18.189894035458565,882.8776371134054
35,34694,400,0.011529215046068469,674.0328316807801
44,206795,132349,0.64,810.8557105918721
20,1907,22204,11.641532182693481,377.5051019727342
24,258494,4657,0.018014398509481985,722.062226301011
35,9095,3725,0.4096,669.6564766770256
20,2384,27756,11.641532182693481,399.1549102406859
35,43368,500,0.011529215046068469,698.8604311682408
38,7276,9095,1.25,807.245650679222
20,2980,34694,11.641532182693481,419.04215367024943
44,258494,165436,0.64,812.1901232064256
38,4657,84703,18.189894035458565,896.3261814665941
24,323117,5821,0.018014398509481985,732.1532885554595
19,400,5821,14.551915228366852,374.3077765517851
20,3725,43368,11.641532182693481,436.85244188747646
35,11369,4657,0.4096,694.9056456327979
35,54210,625,0.011529215046068469,719.6101647475602
19,500,7276,14.551915228366852,391.2902712180714
20,4657,54210,11.641532182693481,452.4679347275829
24,403897,7276,0.018014398509481985,740.380341608854
19,625,9095,14.551915228366852,407.0303653155713
44,323117,206795,0.64,813.2599667271822
38,9095,11369,1.25,833.7304958561201
20,5821,67763,11.641532182693481,465.9215489529008
38,5821,105879,18.189894035458565,907.3660251436569
35,14211,5821,0.4096,716.1388178051083
19,781,11369,14.551915228366852,421.7339687307017
35,67763,781,0.011529215046068469,736.8065573249238
20,7276,84703,11.641532182693481,477.3477627770139
19,977,14211,14.551915228366852,435.5174033185216
20,9095,105879,11.641532182693481,486.9396937808963
44,403897,258494,0.64,814.1173254869633
19,1221,17764,14.551915228366852,448.3883278527488
38,11369,14211,1.25,855.896664875016
35,17764,7276,0.4096,733.8234859078455
20,11369,132349,11.641532182693481,494.9161670147822
35,84703,977,0.011529215046068469,750.9608820896228
38,7276,132349,18.189894035458565,916.3831071213298
19,1526,22204,14.551915228366852,460.2793103263445
20,14211,165436,11.641532182693481,501.4988852175843
19,1907,27756,14.551915228366852,471.1002357360904
20,17764,206795,11.641532182693481,506.89811362043963
35,105879,1221,0.011529215046068469,762.5467737110973
35,22204,9095,0.4096,748.4377181756572
19,2384,34694,14.551915228366852,480.7819917894715
38,14211,17764,1.25,874.2867591608612
20,22204,258494,11.641532182693481,511.3047947839543
19,2980,43368,14.551915228366852,489.2998526519811
38,9095,165436,18.189894035458565,923.7181349664697
20,27756,323117,11.641532182693481,514.887134062569
35,132349,1526,0.011529215046068469,771.9877964163916
19,3725,54210,14.551915228366852,496.677845259499
35,27756,11369,0.4096,760.4381853389325
20,34694,403897,11.641532182693481,517.790067760569
19,4657,67763,14.551915228366852,502.980992062531
17,27756,400,0.014411518807585587,427.0953500424818
38,17764,22204,1.25,889.4360999470705
19,5821,84703,14.551915228366852,508.3024765460918
35,165436,1907,0.011529215046068469,779.6531833294384
38,11369,206795,18.189894035458565,929.6653135768017
35,34694,14211,0.4096,770.2419461931679
17,34694,500,0.014411518807585587,454.734887688043
19,7276,105879,14.551915228366852,512.7506017388072
17,43368,625,0.014411518807585587,478.95576547297986
19,9095,132349,14.551915228366852,516.4380338179
35,206795,2384,0.011529215046068469,785.8587358355603
38,22204,27756,1.25,901.8443012839818
35,43368,17764,0.4096,778.218056367657
19,11369,165436,14.551915228366852,519.474106761238
17,54210,781,0.014411518807585587,499.8435935095038
38,14211,258494,18.189894035458565,934.4744915027912
19,14211,206795,14.551915228366852,521.9600048888043
17,67763,977,0.014411518807585587,517.6146060930134
35,258494,2980,0.011529215046068469,790.870678176641
19,17764,258494,14.551915228366852,523.9862402783575
35,54210,22204,0.4096,784.685664880058
38,27756,34694,1.25,911.9603379253844
17,84703,1221,0.014411518807585587,532.5634199659207
19,22204,323117,14.551915228366852,525.6317694897133
38,17764,323117,18.189894035458565,938.3551553143203
35,323117,3725,0.011529215046068469,794.9109567413021
19,27756,403897,14.551915228366852,526.9641755436742
17,105879,1526,0.014411518807585587,545.0205170201829
30,1221,400,0.32768,220.07359305575895
35,67763,27756,0.4096,789.9160528099075
17,132349,1907,0.014411518807585587,555.321136582195
38,34694,43368,1.25,920.1768929249967
30,1526,500,0.32768,260.7459560077383
35,403897,4657,0.011529215046068469,798.1630114358048
17,165436,2384,0.014411518807585587,563.7847494478118
35,84703,34694,0.4096,794.1368113190114
38,22204,403897,18.189894035458565,941.4812210415496
30,1907,625,0.32768,303.0907373444085
17,206795,2980,0.014411518807585587,570.703117972647
30,2384,781,0.32768,345.46595574221493
38,43368,54210,1.25,926.8306069254119
35,105879,43368,0.4096,797.536960072929
17,258494,3725,0.014411518807585587,576.3346827912103
30,2980,977,0.32768,386.3590785290412
17,323117,4657,0.014411518807585587,580.9032398002032
30,3725,1221,0.32768,424.5742441682945
35,132349,54210,0.4096,800.2722570663932
17,403897,5821,0.014411518807585587,584.5992860053962
38,54210,67763,1.25,932.2057477048744
30,4657,1526,0.32768,459.31191345229837
35,165436,67763,0.4096,802.4702658886205
30,5821,1907,0.32768,490.1582855567353
38,67763,84703,1.25,936.5395956971694
33,400,9095,22.737367544323206,571.3332184222911
18,22204,400,0.018014398509481985,433.07550843525286
30,7276,2384,0.32768,517.020027038452
35,206795,84703,0.4096,804.2349560524092
18,27756,500,0.018014398509481985,464.10906658290673
30,9095,2980,0.32768,540.0380858641746
38,84703,105879,1.25,940.0284441223977
18,34694,625,0.018014398509481985,491.5738401922214
30,11369,3725,0.32768,559.5037885875846
35,258494,105879,0.4096,805.6507445495508
33,500,11369,22.737367544323206,620.3685835456639
38,11369,400,0.035184372088832,701.1503627264733
18,43368,781,0.018014398509481985,515.4495713150685
30,14211,4657,0.32768,575.7891977214039
38,105879,132349,1.25,942.8335482879387
35,323117,132349,0.4096,806.785966424377
30,17764,5821,0.32768,589.2954374006899
18,54210,977,0.018014398509481985,535.8939798137185
33,625,14211,22.737367544323206,669.8744180327493
30,22204,7276,0.32768,600.417911938191
18,67763,1221,0.018014398509481985,553.1806493887029
38,14211,500,0.035184372088832,744.0397477302326
35,403897,165436,0.4096,807.6958062240079
38,132349,165436,1.25,945.0866556277625
30,27756,9095,0.32768,609.5252489291518
18,84703,1526,0.018014398509481985,567.6454623181814
30,34694,11369,0.32768,616.948358508737
18,105879,1907,0.018014398509481985,579.6456644605386
38,17764,625,0.035184372088832,780.8486223670878
33,781,17764,22.737367544323206,718.053366377469
30,43368,14211,0.32768,622.97638359562
18,132349,2384,0.018014398509481985,589.5316665460798
38,165436,206795,1.25,946.8949414138513
30,54210,17764,0.32768,627.8569963891198
18,165436,2980,0.018014398509481985,597.6296585488778
38,22204,781,0.035184372088832,812.021243330925
33,977,22204,22.737367544323206,763.4040592740101
30,67763,22204,0.32768,631.7991918631465
18,206795,3725,0.018014398509481985,604.2324483496456
38,206795,258494,1.25,948.3452946309591
30,84703,27756,0.32768,634.9773189173028
18,258494,4657,0.018014398509481985,609.596038675841
38,27756,977,0.035184372088832,838.1342476128339
30,105879,34694,0.32768,637.5355415170545
18,323117,5821,0.018014398509481985,613.9398939499102
38,258494,323117,1.25,949.5079674296027
33,1221,27756,22.737367544323206,804.8744550972282
30,132349,43368,0.32768,639.592244827331
18,403897,7276,0.018014398509481985,617.4493635123644
9,22204,400,0.018014398509481985,447.20457520707885
30,165436,54210,0.32768,641.24412051037
38,34694,1221,0.035184372088832,859.8151464124807
9,27756,500,0.018014398509481985,467.37184040294335
38,323117,403897,1.25,950.4396387375517
9,34694,625,0.018014398509481985,484.3724426307163
30,206795,67763,0.32768,642.5698063158753
33,1526,34694,22.737367544323206,841.8785217963574
9,43368,781,0.018014398509481985,498.56030900201534
30,258494,84703,0.32768,643.6330422242194
38,43368,1526,0.035184372088832,877.6865818490757
9,54210,977,0.018014398509481985,510.3042660430961
30,323117,105879,0.32768,644.4853552582814
9,67763,1221,0.018014398509481985,519.9609049968134
33,1907,43368,22.737367544323206,874.2298137318439
30,403897,132349,0.32768,645.1683115419387
9,84703,1526,0.018014398509481985,527.8586296482208
38,54210,1907,0.035184372088832,892.3319356864203
9,105879,1907,0.018014398509481985,534.2898319081921
34,400,9095,22.737367544323206,715.8402433773867
9,132349,2384,0.018014398509481985,539.5085337867381
33,2384,54210,22.737367544323206,902.0408874841632
9,165436,2980,0.018014398509481985,543.7314231385604
38,67763,2384,0.035184372088832,904.2769527436922
9,206795,3725,0.018014398509481985,547.1407904233085
9,258494,4657,0.018014398509481985,549.8883580631723
34,500,11369,22.737367544323206,771.0018562327352
33,2980,67763,22.737367544323206,925.6212781334268
9,323117,5821,0.018014398509481985,552.0993618885404
38,84703,2980,0.035184372088832,913.9824509433996
9,403897,7276,0.018014398509481985,553.8765056643398
33,3725,84703,22.737367544323206,945.3909754559822
38,105879,3725,0.035184372088832,921.8441390873159
34,625,14211,22.737367544323206,822.3040186635294
38,132349,4657,0.035184372088832,928.196598740099
33,4657,105879,22.737367544323206,961.8151519691424
34,781,17764,22.737367544323206,868.7993678993267
38,165436,5821,0.035184372088832,933.319394439267
33,27756,400,0.014411518807585587,791.1920923193429
33,5821,132349,22.737367544323206,975.3594729018854
34,977,22204,22.737367544323206,910.0098090119203
38,206795,7276,0.035184372088832,937.4439877576882
33,34694,500,0.014411518807585587,831.3561361075847
33,7276,165436,22.737367544323206,986.4624271649891
34,1221,27756,22.737367544323206,945.8547838921866
38,258494,9095,0.035184372088832,940.7606479402554
33,43368,625,0.014411518807585587,866.0411415816279
33,9095,206795,22.737367544323206,995.5203840334682
38,323117,11369,0.035184372088832,943.424907266672
11,43368,400,0.009223372036854775,535.3497453529503
34,1526,34694,22.737367544323206,976.5475814099523
33,54210,781,0.014411518807585587,895.6071068808386
33,11369,258494,22.737367544323206,1002.8814389769439
11,54210,500,0.009223372036854775,558.6718759776504
38,403897,14211,0.035184372088832,945.5633418049784
11,67763,625,0.009223372036854775,578.5260542612639
34,1907,43368,22.737367544323206,1002.4908928469667
33,67763,977,0.014411518807585587,920.5301412948274
33,14211,323117,22.737367544323206,1008.8448917782605
11,84703,781,0.009223372036854775,595.2399729666114
11,105879,977,0.009223372036854775,609.1791183494241
33,84703,1221,0.014411518807585587,941.3422009690144
11,132349,1221,0.009223372036854775,620.7140852278382
33,17764,403897,22.737367544323206,1013.6640324263345
34,2384,54210,22.737367544323206,1024.1885816323481
11,165436,1526,0.009223372036854775,630.1985478048041
11,206795,1907,0.009223372036854775,637.9561619096171
33,105879,1526,0.014411518807585587,958.5847756009967
34,2980,67763,22.737367544323206,1042.1795617513305
11,258494,2384,0.009223372036854775,644.2742196413296
11,323117,2980,0.009223372036854775,649.4019832123084
33,132349,1907,0.014411518807585587,972.7768423829151
11,403897,3725,0.009223372036854775,653.5519885647492
34,3725,84703,22.737367544323206,1056.9930493485601
33,165436,2384,0.014411518807585587,984.3952493739381
34,4657,105879,22.737367544323206,1069.1214236719188
33,206795,2980,0.014411518807585587,993.8647862207696
34,5821,132349,22.737367544323206,1079.0061708542532
33,258494,3725,0.014411518807585587,1001.5551442060752
34,400,11369,28.421709430404007,742.4877365887277
34,7276,165436,22.737367544323206,1087.0327822556394
33,323117,4657,0.014411518807585587,1007.7823583454452
25,22204,400,0.018014398509481985,397.37432582705634
25,27756,500,0.018014398509481985,442.61497382894464
25,27756,400,0.014411518807585587,402.72841812502577
33,403897,5821,0.014411518807585587,1012.8128701968117
25,34694,625,0.018014398509481985,484.6845482231165
34,500,14211,28.421709430404007,795.0696282632201
34,9095,206795,22.737367544323206,1093.5313136405912
40,43368,400,0.009223372036854775,811.3476173676625
25,34694,500,0.014411518807585587,447.52738788888973
25,43368,781,0.018014398509481985,522.7618380805023
25,43368,625,0.014411518807585587,489.0888978438154
25,54210,977,0.018014398509481985,556.4498406086464
40,54210,500,0.009223372036854775,852.1464306182494
34,11369,258494,22.737367544323206,1098.7801983325685
34,625,17764,28.421709430404007,843.6241866763154
25,54210,781,0.014411518807585587,526.6322642234584
25,67763,1221,0.018014398509481985,585.6957316601298
25,67763,977,0.014411518807585587,559.793559778979
25,84703,1526,0.018014398509481985,610.692600722828
40,67763,625,0.009223372036854775,887.3220790447466
25,84703,1221,0.014411518807585587,588.5434672489897
25,105879,1907,0.018014398509481985,631.7871343929265
34,14211,323117,22.737367544323206,1103.011667857075
34,781,22204,28.421709430404007,887.3645706505216
25,105879,1526,0.014411518807585587,613.0894148432599
25,132349,2384,0.018014398509481985,649.404806187318
25,132349,1907,0.014411518807585587,633.7849292022171
25,165436,2980,0.018014398509481985,663.9954366321231
40,84703,781,0.009223372036854775,917.2490416290568
34,17764,403897,22.737367544323206,1106.417722330051
34,977,27756,28.421709430404007,925.9381360191245
32,400,11369,28.421709430404007,585.7757619224499
25,165436,2384,0.014411518807585587,651.0568565437949
25,206795,3725,0.018014398509481985,675.9972375397073
25,258494,4657,0.018014398509481985,685.815546351464
25,206795,2980,0.014411518807585587,665.35280048804
40,105879,977,0.009223372036854775,942.4268248280441
34,400,5821,14.551915228366852,651.189625967928
32,500,14211,28.421709430404007,630.6011320719526
25,323117,5821,0.018014398509481985,693.8122102021871
25,258494,3725,0.014411518807585587,677.1066722879431
34,1221,34694,28.421709430404007,959.3496169281455
21,400,3725,9.313225746154785,273.5470070099744
25,403897,7276,0.018014398509481985,700.3021186261212
32,625,17764,28.421709430404007,671.820715527765
25,323117,4657,0.014411518807585587,686.7185207508483
21,500,4657,9.313225746154785,300.98224536408026
40,132349,1221,0.009223372036854775,963.4120952858302
21,625,5821,9.313225746154785,328.67947951626365
34,500,7276,14.551915228366852,711.4509155887554
25,403897,5821,0.014411518807585587,694.5446506731461
24,17764,400,0.02251799813685248,383.8398699612488
21,781,7276,9.313225746154785,355.71551435579073
32,781,22204,28.421709430404007,708.8598145128312
34,1526,43368,28.421709430404007,987.8604851111744
21,977,9095,9.313225746154785,381.2660122663727
24,22204,500,0.02251799813685248,432.43031679993186
21,1221,11369,9.313225746154785,404.72135768162366
40,165436,1526,0.009223372036854775,980.7683443078779
32,400,1221,3.0517578125,297.1628569031851
32,977,27756,28.421709430404007,741.4852105094687
21,1526,14211,9.313225746154785,425.72103079785484
34,625,9095,14.551915228366852,768.6725345704406
24,27756,625,0.02251799813685248,478.9504680210835
21,1907,17764,9.313225746154785,444.13056452768075
34,1907,54210,28.421709430404007,1011.8917945409908
21,2384,22204,9.313225746154785,459.99066869482846
32,500,1526,3.0517578125,344.15164105492863
18,27756,400,0.014411518807585587,439.95280823137995
32,1221,34694,28.421709430404007,769.738002948983
24,34694,781,0.02251799813685248,522.2230867877017
40,206795,1907,0.009223372036854775,995.0323168681932
21,2980,27756,9.313225746154785,473.4606372982523
18,34694,500,0.014411518807585587,470.0615994756397
21,3725,34694,9.313225746154785,484.76838254986035
24,43368,977,0.02251799813685248,561.4644257562753
34,781,11369,14.551915228366852,821.4527248163608
32,625,1907,3.0517578125,395.20946326086425
18,43368,625,0.014411518807585587,496.6561775604969
21,4657,43368,9.313225746154785,494.1719053920992
32,1526,43368,28.421709430404007,793.8555813818559
34,2384,67763,28.421709430404007,1031.9443740999777
21,5821,54210,9.313225746154785,501.9325191201737
18,54210,781,0.014411518807585587,519.7388761131929
24,54210,1221,0.02251799813685248,596.2774151584732
40,258494,2384,0.009223372036854775,1006.6943072705474
21,7276,67763,9.313225746154785,508.2980357336168
32,781,2384,3.0517578125,448.6948869825938
18,67763,977,0.014411518807585587,539.4788484647067
32,1907,54210,28.421709430404007,814.1978672443372
21,9095,84703,9.313225746154785,513.4934957603596
24,67763,1526,0.02251799813685248,626.5914295111486
34,977,14211,14.551915228366852,868.9263999188055
21,11369,105879,9.313225746154785,517.7171507257685
18,84703,1221,0.014411518807585587,556.1525233415014
32,977,2980,3.0517578125,502.6944303547765
21,14211,132349,9.313225746154785,521.1398360149569
14,22204,400,0.018014398509481985,581.3619224900558
34,2980,84703,28.421709430404007,1048.540392420518
32,2384,67763,28.421709430404007,831.1862910750124
24,84703,1907,0.02251799813685248,652.5786148807565
18,105879,1526,0.014411518807585587,570.0926710502242
40,323117,2980,0.009223372036854775,1016.1888112890314
21,17764,165436,9.313225746154785,523.9063541857586
18,132349,1907,0.014411518807585587,581.6497526778837
21,22204,206795,9.313225746154785,526.1379134595207
24,105879,2384,0.02251799813685248,674.5695048204352
14,27756,500,0.018014398509481985,627.5808156835507
32,1221,3725,3.0517578125,555.3365367555648
32,2980,84703,28.421709430404007,845.258365561383
21,27756,258494,9.313225746154785,527.9349987043062
18,165436,2384,0.014411518807585587,591.1654946664831
34,1221,17764,14.551915228366852,910.7248657703088
26,977,400,0.4096,175.59860360037194
21,34694,323117,9.313225746154785,529.3802932551727
24,132349,2980,0.02251799813685248,692.9809691249336
40,403897,3725,0.009223372036854775,1023.8922736720409
34,3725,105879,28.421709430404007,1062.1847413423004
18,206795,2980,0.014411518807585587,598.9567610283419
21,43368,403897,9.313225746154785,530.541435608675
14,34694,625,0.018014398509481985,668.6845403535726
26,1221,500,0.4096,206.87167021134488
32,1526,4657,3.0517578125,605.0449018103703
32,3725,105879,28.421709430404007,856.8370690703944
18,258494,3725,0.014411518807585587,605.3072101829197
24,165436,3725,0.02251799813685248,708.2614751522277
26,1526,625,0.4096,241.5679428339585
18,323117,4657,0.014411518807585587,610.4643523293422
14,43368,781,0.018014398509481985,704.5576768579326
34,1526,22204,14.551915228366852,946.8753505263426
26,1907,781,0.4096,278.98809647346803
32,1907,5821,3.0517578125,650.6806641516446
24,206795,4657,0.02251799813685248,720.8534807677376
32,4657,132349,28.421709430404007,866.3124554030877
18,403897,5821,0.014411518807585587,614.6400569069592
34,4657,132349,28.421709430404007,1073.3423320870922
26,2384,977,0.4096,317.9814124041529
24,258494,5821,0.02251799813685248,731.1702244237605
14,54210,977,0.018014398509481985,735.3729177194813
19,400,7276,18.189894035458565,384.05299305985636
32,2384,7276,3.0517578125,691.5730213106948
26,2980,1221,0.4096,357.14994454548594
32,5821,165436,28.421709430404007,874.0324072724648
19,500,9095,18.189894035458565,399.7132511167045
24,323117,7276,0.02251799813685248,739.5833987241001
34,1907,27756,14.551915228366852,977.6827433577167
26,3725,1526,0.4096,395.1171468220203
19,625,11369,18.189894035458565,414.23977216011565
14,67763,1221,0.018014398509481985,761.4954231952936
19,781,14211,18.189894035458565,427.85888828274943
32,2980,9095,3.0517578125,727.4690346992293
34,5821,165436,28.421709430404007,1082.4269817501026
26,4657,1907,0.4096,430.7442054639767
32,7276,206795,28.421709430404007,880.2996857656087
24,403897,9095,0.02251799813685248,746.4183907921432
19,977,17764,18.189894035458565,440.6893228807686
26,5821,2384,0.4096,463.24039518887054
14,84703,1526,0.018014398509481985,783.398926999981
19,1221,22204,18.189894035458565,452.7315333812768
32,3725,11369,3.0517578125,758.4416263915708
26,7276,2980,0.4096,492.17469466898825
19,1526,27756,18.189894035458565,463.90723577991713
32,9095,258494,28.421709430404007,885.3729709558133
32,781,400,0.512,224.50063651868544
34,2384,34694,14.551915228366852,1003.620550759139
19,1907,34694,18.189894035458565,474.11486523326244
14,105879,1907,0.018014398509481985,801.6006434332168
26,9095,3725,0.4096,517.4240750248958
34,7276,206795,28.421709430404007,1089.7980883396974
19,2384,43368,18.189894035458565,483.2743312197663
32,4657,14211,3.0517578125,784.7879191280955
32,11369,323117,28.421709430404007,889.4701868242959
26,11369,4657,0.4096,539.0949704911179
32,977,500,0.512,270.71814329323837
19,2980,54210,18.189894035458565,491.35056347809706
44,500,400,0.8,161.95604693903886
14,132349,2384,0.018014398509481985,816.6156831785047
19,3725,67763,18.189894035458565,498.3578155978633
26,14211,5821,0.4096,557.4435797686646
34,2980,43368,14.551915228366852,1025.2436653297707
19,4657,84703,18.189894035458565,504.35189031556314
44,625,500,0.8,192.01043315809392
32,14211,403897,28.421709430404007,892.7729320095693
32,5821,17764,3.0517578125,806.9379334930037
26,17764,7276,0.4096,572.8085044088645
32,1221,625,0.512,322.27777310758677
19,5821,105879,18.189894035458565,509.4173673090178
34,9095,258494,28.421709430404007,1095.7621299948555
14,165436,2980,0.018014398509481985,828.9283231239203
26,22204,9095,0.4096,585.5602629177338
19,7276,132349,18.189894035458565,513.654656967675
44,781,625,0.8,226.8581275750439
19,9095,165436,18.189894035458565,517.1693245615007
32,7276,22204,3.0517578125,825.3826172512566
26,27756,11369,0.4096,596.0670454592309
32,1526,781,0.512,377.765214900938
34,3725,54210,14.551915228366852,1043.1256578323503
14,206795,3725,0.018014398509481985,838.9762711932195
19,11369,206795,18.189894035458565,520.0644355857396
44,977,781,0.8,266.62754023883235
26,34694,14211,0.4096,604.6737891305107
19,14211,258494,18.189894035458565,522.4357348233762
34,11369,323117,28.421709430404007,1100.5768568605938
26,43368,17764,0.4096,611.6911202759829
32,9095,27756,3.0517578125,840.6226741580227
19,17764,323117,18.189894035458565,524.3690835625746
32,1907,977,0.512,435.2801907995585
14,258494,4657,0.018014398509481985,847.1441155149676
44,1221,977,0.8,310.8937096408281
19,22204,403897,18.189894035458565,525.9395112539657
26,54210,22204,0.4096,617.3910431552957
34,4657,67763,14.551915228366852,1057.8179765687155
44,1526,1221,0.8,358.5995171131167
26,67763,27756,0.4096,622.0069020912313
14,323117,5821,0.018014398509481985,853.7627662980073
32,11369,34694,3.0517578125,853.1356510006517
32,2384,1221,0.512,492.74117992248273
36,400,9095,22.737367544323206,504.5817945745759
34,14211,403897,28.421709430404007,1104.4567400809983
26,84703,34694,0.4096,625.7358164706636
44,1907,1526,0.8,408.18394356446794
14,403897,7276,0.018014398509481985,859.1124718526999
26,105879,43368,0.4096,628.7423602052327
32,14211,43368,3.0517578125,863.3572461723182
32,2980,1526,0.512,548.2057523690179
34,5821,84703,14.551915228366852,1069.8263730342585
36,500,11369,22.737367544323206,553.0052506052641
26,132349,54210,0.4096,631.1626962073077
44,2384,1907,0.8,457.8601743944592
26,165436,67763,0.4096,633.1086900860574
32,17764,54210,3.0517578125,871.6727622440904
32,3725,1907,0.512,600.1098324465054
44,2980,2384,0.8,505.9227880079912
36,625,14211,22.737367544323206,602.2037271734075
26,206795,84703,0.4096,634.6717403604059
34,7276,105879,14.551915228366852,1079.5996999815322
26,258494,105879,0.4096,635.9261998919385
32,22204,67763,3.0517578125,878.4152525605913
44,3725,2980,0.8,550.9806983226995
32,4657,2384,0.512,647.3831628407427
26,323117,132349,0.4096,636.9323481051531
36,781,17764,22.737367544323206,650.297307694089
44,4657,3725,0.8,592.0723200954012
26,403897,165436,0.4096,637.7389224796894
32,27756,84703,3.0517578125,883.8677304903991
32,5821,2980,0.512,689.4513090238111
34,9095,132349,14.551915228366852,1087.526929895761
36,977,22204,22.737367544323206,695.7080543937526
44,5821,4657,0.8,628.6734450529136
32,1907,400,0.2097152,375.45301887005337
32,34694,105879,3.0517578125,888.2675779388765
32,7276,3725,0.512,726.1626858274931
44,7276,5821,0.8,660.6348690685023
36,1221,27756,22.737367544323206,737.3213022943764
32,22204,400,0.018014398509481985,715.2661489165531
34,11369,165436,14.551915228366852,1093.939207457737
32,2384,500,0.2097152,436.2650818213856
32,43368,132349,3.0517578125,891.8119145054507
44,9095,7276,0.8,688.0889187401964
32,9095,4657,0.512,757.682327440618
9,17764,400,0.02251799813685248,438.8092981106943
36,1526,34694,22.737367544323206,774.5055640852519
32,27756,500,0.018014398509481985,748.6704670914514
44,11369,9095,0.8,711.353680888662
32,2980,625,0.2097152,496.19619960994504
9,22204,500,0.02251799813685248,460.2898260637309
32,54210,165436,3.0517578125,894.6631534991947
32,11369,5821,0.512,784.3836534006044
9,27756,625,0.02251799813685248,478.4592484702325
34,14211,206795,14.551915228366852,1099.1146698204611
18,17764,400,0.02251799813685248,424.80400766242144
44,14211,11369,0.8,730.8509862336889
