i,matrix_alpha,habitat_alpha,ratio,eca
46,34694,5821,0.16777216,458.36659059255004
13,34694,5821,0.16777216,722.7208145448385
46,43368,7276,0.16777216,463.54953693218846
32,5821,34694,5.9604644775390625,840.235308544432
39,4657,22204,4.76837158203125,785.8206662901304
46,54210,9095,0.16777216,467.75372902260347
27,9095,1221,0.134217728,638.1516738820281
13,43368,7276,0.16777216,733.1706523304648
46,67763,11369,0.16777216,471.15463215338036
46,84703,14211,0.16777216,473.8996640748567
32,7276,43368,5.9604644775390625,852.8004232337223
46,105879,17764,0.16777216,476.1113914424891
27,11369,1526,0.134217728,668.2115484433438
13,54210,9095,0.16777216,741.6773869612628
39,5821,27756,4.76837158203125,805.3267864132515
46,132349,22204,0.16777216,477.8908967900733
46,165436,27756,0.16777216,479.32101838214584
27,14211,1907,0.134217728,693.6647226853694
46,206795,34694,0.16777216,480.46930646058917
13,67763,11369,0.16777216,748.5785042256675
32,9095,54210,5.9604644775390625,863.0722277645001
46,258494,43368,0.16777216,481.39062918189103
39,7276,34694,4.76837158203125,821.5092942784962
46,323117,54210,0.16777216,482.12941561803996
27,17764,2384,0.134217728,714.9822967902794
13,84703,14211,0.16777216,754.1615702849682
46,403897,67763,0.16777216,482.7215535299224
12,400,84703,211.75823681357508,321.8611235646932
32,11369,67763,5.9604644775390625,871.4336430584918
39,9095,43368,4.76837158203125,834.8397809089406
12,500,105879,211.75823681357508,338.13262551981376
27,22204,2980,0.134217728,732.6778197229443
13,105879,17764,0.16777216,758.6682837064222
12,625,132349,211.75823681357508,354.59892298589693
12,781,165436,211.75823681357508,371.1148665957004
32,14211,84703,5.9604644775390625,878.216677118093
39,11369,54210,4.76837158203125,845.7581211767864
27,27756,3725,0.134217728,747.2610146322942
13,132349,22204,0.16777216,762.2996648452436
12,977,206795,211.75823681357508,387.41721790122324
12,1221,258494,211.75823681357508,403.170070463117
12,1526,323117,211.75823681357508,418.03417728638277
43,400,206795,516.9878828456423,794.2124785530176
13,165436,27756,0.16777216,765.2215423272603
27,34694,4657,0.134217728,759.2093465747674
32,17764,105879,5.9604644775390625,883.7041202099467
39,14211,67763,4.76837158203125,854.6594865982652
12,1907,403897,211.75823681357508,431.72822730055964
13,206795,34694,0.16777216,767.5698437096602
27,43368,5821,0.134217728,768.9529097117438
39,17764,84703,4.76837158203125,861.8894489710077
32,22204,132349,5.9604644775390625,888.1336025333526
43,500,258494,516.9878828456423,822.2567914411192
13,258494,43368,0.16777216,769.4554298821487
27,54210,7276,0.134217728,776.8684879736961
39,22204,105879,4.76837158203125,867.7442378388079
32,27756,165436,5.9604644775390625,891.7027338590598
13,323117,54210,0.16777216,770.9683608778945
27,67763,9095,0.134217728,783.2794660839004
43,625,323117,516.9878828456423,847.3523819943216
38,400,43368,108.42021724855044,637.3283577545029
13,403897,67763,0.16777216,772.1815702328224
27,84703,11369,0.134217728,788.4591485260569
39,27756,132349,4.76837158203125,872.4739873341227
32,34694,206795,5.9604644775390625,894.5745160794439
43,781,403897,516.9878828456423,869.3651644832208
14,9095,400,0.04398046511104,525.3746382078976
27,105879,14211,0.134217728,792.6358074960993
38,500,54210,108.42021724855044,678.9332633557391
39,34694,165436,4.76837158203125,876.2874829115043
32,43368,258494,5.9604644775390625,896.882553320547
27,132349,17764,0.134217728,795.9983733286706
14,11369,500,0.04398046511104,578.1444339922976
38,625,67763,108.42021724855044,717.9163258095734
32,54210,323117,5.9604644775390625,898.7358085120585
39,43368,206795,4.76837158203125,879.3574442305319
27,165436,22204,0.134217728,798.7021087078961
14,14211,625,0.04398046511104,625.7872027989451
38,781,84703,108.42021724855044,753.5724231918522
32,67763,403897,5.9604644775390625,900.2227984435433
39,54210,258494,4.76837158203125,881.8257611148044
27,206795,27756,0.134217728,800.8739003188458
14,17764,781,0.04398046511104,667.8779345496573
27,258494,34694,0.134217728,802.6169915865673
38,977,105879,108.42021724855044,785.4891362949639
39,67763,323117,4.76837158203125,883.8083596460452
14,22204,977,0.04398046511104,704.3925330853237
27,323117,43368,0.134217728,804.0150979744861
39,84703,403897,4.76837158203125,885.3995451267139
38,1221,132349,108.42021724855044,813.5224383067609
14,27756,1221,0.04398046511104,735.5937968840176
27,403897,54210,0.134217728,805.1359147498515
14,34694,1526,0.04398046511104,761.924100952074
38,1526,165436,108.42021724855044,837.7458302820542
16,400,781,1.953125,250.07183248614544
14,43368,1907,0.04398046511104,783.9176745076891
16,500,977,1.953125,285.47899507985386
38,1907,206795,108.42021724855044,858.3886823048858
16,625,1221,1.953125,322.69236741219663
14,54210,2384,0.04398046511104,802.1361336120343
3,400,3725,9.313225746154785,466.1615019563141
38,2384,258494,108.42021724855044,875.7767090267531
16,781,1526,1.953125,360.92937663334465
8,400,323117,807.7935669463161,403.13839081240025
14,67763,2980,0.04398046511104,817.1255061984562
3,500,4657,9.313225746154785,491.60631562589583
16,977,1907,1.953125,399.43744179112167
8,500,403897,807.7935669463161,430.0978029275718
38,2980,323117,108.42021724855044,890.2822540527953
3,625,5821,9.313225746154785,518.6562011603916
14,84703,3725,0.04398046511104,829.3906068649413
16,1221,2384,1.953125,437.5519417565703
3,781,7276,9.313225746154785,547.0649336257944
16,1526,2980,1.953125,474.6741152401444
38,3725,403897,108.42021724855044,902.287202549633
2,67763,400,0.005902958103587056,540.1582921808531
14,105879,4657,0.04398046511104,839.3821554667452
6,400,258494,646.2348535570528,590.307897928645
41,400,206795,516.9878828456423,619.0458106638174
16,1907,3725,1.953125,510.23166464960826
3,977,9095,9.313225746154785,576.1654600629555
2,84703,500,0.005902958103587056,574.5831814370318
14,132349,5821,0.04398046511104,847.4925448411241
6,500,323117,646.2348535570528,599.3413932414315
16,2384,4657,1.953125,543.6788655158451
3,1221,11369,9.313225746154785,605.0865227665937
2,105879,625,0.005902958103587056,604.7821343786901
6,625,403897,646.2348535570528,608.5540778067299
5,7276,400,0.0549755813888,444.89354097542355
14,165436,7276,0.04398046511104,854.0570297178026
16,2980,5821,1.953125,574.5408631565185
41,500,258494,516.9878828456423,665.0232253114223
2,132349,781,0.005902958103587056,630.842335529753
3,1526,14211,9.313225746154785,632.9561306765456
5,9095,500,0.0549755813888,483.66299411711077
16,3725,7276,1.953125,602.4694791280655
14,206795,9095,0.04398046511104,859.357991553618
2,165436,977,0.005902958103587056,653.0219477719751
5,11369,625,0.0549755813888,518.044024789955
3,1907,17764,9.313225746154785,659.0450089775787
16,4657,9095,1.953125,627.2781270150185
5,14211,781,0.0549755813888,547.9592102028363
2,206795,1221,0.005902958103587056,671.6824234791158
41,625,323117,516.9878828456423,713.2081391339512
14,258494,11369,0.04398046511104,863.6306834928482
3,2384,22204,9.313225746154785,682.8394129378707
16,5821,11369,1.953125,648.9438761818618
5,17764,977,0.0549755813888,573.5815631810688
2,258494,1526,0.005902958103587056,687.2333036573214
3,2980,27756,9.313225746154785,704.0541113308032
14,323117,14211,0.04398046511104,867.0694346200129
5,22204,1221,0.0549755813888,595.2442322433536
16,7276,14211,1.953125,667.5827448991145
2,323117,1907,0.005902958103587056,700.0918879682287
41,781,403897,516.9878828456423,761.6324411389531
3,3725,34694,9.313225746154785,722.6055260025564
5,27756,1526,0.0549755813888,613.365734703405
16,9095,17764,1.953125,683.4114238877444
14,403897,17764,0.04398046511104,869.8337043004325
2,403897,2384,0.005902958103587056,710.6566837670039
28,400,1526,3.814697265625,326.8856972052909
5,34694,1907,0.0549755813888,628.3944095520269
3,4657,43368,9.313225746154785,738.5653698370438
16,11369,22204,1.953125,696.7073247436621
28,500,1907,3.814697265625,363.52921356661034
5,43368,2384,0.0549755813888,640.7709426777501
16,14211,27756,1.953125,707.7742751475057
3,5821,54210,9.313225746154785,752.110429816015
5,54210,2980,0.0549755813888,650.905636190944
28,625,2384,3.814697265625,402.4853584686637
16,17764,34694,1.953125,716.9168060529445
16,258494,400,0.0015474250491067253,545.5331462821384
3,7276,67763,9.313225746154785,763.4779560878508
5,67763,3725,0.0549755813888,659.1665992281769
28,781,2980,3.814697265625,443.11485365740845
16,323117,500,0.0015474250491067253,578.9219407148645
16,22204,43368,1.953125,724.4230701897371
5,84703,4657,0.0549755813888,665.8754136831071
3,9095,84703,9.313225746154785,772.9307887963286
18,400,258494,646.2348535570528,465.6675133731785
43,14211,400,0.0281474976710656,728.1717180118656
28,977,3725,3.814697265625,484.42107235034683
16,403897,625,0.0015474250491067253,608.3117019404759
16,27756,54210,1.953125,730.5549885867092
5,105879,5821,0.0549755813888,671.3075339738924
18,500,323117,646.2348535570528,488.44299135852344
3,11369,105879,9.313225746154785,780.7327825336649
5,132349,7276,0.0549755813888,675.6954158474023
18,625,403897,646.2348535570528,509.64794512493154
16,34694,67763,1.953125,735.543785043032
28,1221,4657,3.814697265625,525.2142615875883
3,400,1526,3.814697265625,375.1907528721392
43,17764,500,0.0281474976710656,770.8083011230883
3,14211,132349,9.313225746154785,787.133197374797
5,165436,9095,0.0549755813888,679.2330011940771
28,400,2384,5.9604644775390625,383.0901858638091
16,43368,84703,1.953125,739.5891790441616
28,1526,5821,3.814697265625,564.3239819795629
3,500,1907,3.814697265625,407.4106234770209
5,206795,11369,0.0549755813888,682.08067400359
3,17764,165436,9.313225746154785,792.3580334937889
16,54210,105879,1.953125,742.8608401942037
43,22204,625,0.0281474976710656,807.3481873705971
28,500,2980,5.9604644775390625,420.20269086803614
28,1907,7276,3.814697265625,600.7778373126944
5,258494,14211,0.0549755813888,684.3701542473699
3,625,2384,3.814697265625,440.6687918399209
3,22204,206795,9.313225746154785,796.6062905600543
16,67763,132349,1.953125,745.5010802164156
5,323117,17764,0.0549755813888,686.2090360316408
28,625,3725,5.9604644775390625,458.8845418440543
28,2384,9095,3.814697265625,633.9010136398143
43,27756,781,0.0281474976710656,838.257528509378
3,781,2980,3.814697265625,474.984025742888
16,84703,165436,1.953125,747.6280853911078
3,27756,258494,9.313225746154785,800.0494528211156
5,403897,22204,0.0549755813888,687.6848318453464
28,781,4657,5.9604644775390625,498.21671364756634
28,2980,11369,3.814697265625,663.3346711040483
3,977,3725,3.814697265625,509.9582831142215
16,105879,206795,1.953125,749.3392474955148
3,34694,323117,9.313225746154785,802.8329096697742
43,34694,977,0.0281474976710656,864.126046913852
28,3725,14211,3.814697265625,688.997135782062
28,977,5821,5.9604644775390625,537.0840703295139
16,132349,258494,1.953125,750.7143342840783
39,1526,400,0.262144,328.3451432407328
3,1221,4657,3.814697265625,544.877021202128
3,43368,403897,9.313225746154785,805.0784018307389
46,1907,400,0.2097152,212.255059782264
46,2384,500,0.2097152,244.0142169375656
28,4657,17764,3.814697265625,711.0173903731765
43,43368,1221,0.0281474976710656,885.5879515521564
16,165436,323117,1.953125,751.8183648566317
28,1221,7276,5.9604644775390625,574.382366414457
46,2980,625,0.2097152,275.1561921070964
3,1526,5821,3.814697265625,578.8827849846059
39,1907,500,0.262144,385.8410893169467
46,3725,781,0.2097152,304.6939447627907
16,206795,403897,1.953125,752.7041350470794
46,4657,977,0.2097152,331.9008527388321
28,5821,22204,3.814697265625,729.6640068605328
28,1526,9095,5.9604644775390625,609.1889080622278
46,5821,1221,0.2097152,356.3373546825287
3,1907,7276,3.814697265625,611.1473540471917
43,54210,1526,0.0281474976710656,903.2682550271663
46,7276,1526,0.2097152,377.82374906665865
39,2384,625,0.262144,444.31069124430826
29,105879,400,0.0037778931862957163,469.6640200120333
28,7276,27756,3.814697265625,745.2830489024619
46,9095,1907,0.2097152,396.3845273235444
28,1907,11369,5.9604644775390625,640.857561383766
46,11369,2384,0.2097152,412.1855303025046
3,2384,9095,3.814697265625,640.9981804420997
29,132349,500,0.0037778931862957163,501.24829025313613
46,14211,2980,0.2097152,425.4771548260955
25,400,67763,169.40658945086008,715.3537272606387
43,67763,1907,0.0281474976710656,917.7499830818896
39,2980,781,0.262144,501.6809125147677
28,9095,34694,3.814697265625,758.250390360793
46,17764,3725,0.2097152,436.549513372095
28,2384,14211,5.9604644775390625,669.0380322994491
29,165436,625,0.0037778931862957163,529.2330324710172
46,22204,4657,0.2097152,445.700537920326
6,132349,400,0.003022314549036573,447.7274105717729
3,2980,11369,3.814697265625,667.9835252706207
25,500,84703,169.40658945086008,717.6789222169666
46,27756,5821,0.2097152,453.21544049571145
28,11369,43368,3.814697265625,768.9387624488469
29,206795,781,0.0037778931862957163,553.5856192994496
46,34694,7276,0.2097152,459.3550009977543
39,3725,977,0.262144,556.1656125451873
6,165436,500,0.003022314549036573,480.27736242890523
28,2980,17764,5.9604644775390625,693.6416620974684
43,84703,2384,0.0281474976710656,929.5569585763699
46,43368,9095,0.2097152,464.3501383500379
25,625,105879,169.40658945086008,719.5483908393722
3,3725,14211,3.814697265625,691.8818595414995
29,258494,977,0.0037778931862957163,574.4563980054307
46,54210,11369,0.2097152,468.40062248568404
28,14211,54210,3.814697265625,777.6973109225064
6,206795,625,0.003022314549036573,510.4272394052266
46,67763,14211,0.2097152,471.6762994367003
25,781,132349,169.40658945086008,721.049959255786
39,4657,1221,0.262144,606.4367446102041
28,3725,22204,5.9604644775390625,714.78064151879
29,323117,1221,0.0037778931862957163,592.1162620070786
46,84703,17764,0.2097152,474.31968070801787
3,4657,17764,3.814697265625,712.672687011833
6,258494,781,0.003022314549036573,537.758387791935
43,105879,2980,0.0281474976710656,939.1473042060029
46,105879,22204,0.2097152,476.44913477145684
28,17764,67763,3.814697265625,784.8406442411064
29,403897,1526,0.0037778931862957163,606.9020456264757
25,977,165436,169.40658945086008,722.255067031404
46,132349,27756,0.2097152,478.16220538816907
28,4657,27756,5.9604644775390625,732.7019788829184
6,323117,977,0.003022314549036573,562.0483588609251
46,165436,34694,0.2097152,479.5387816416976
39,5821,1526,0.262144,651.6755265339352
3,5821,22204,3.814697265625,730.4882521788898
46,206795,43368,0.2097152,480.64397733365183
28,22204,84703,3.814697265625,790.6444884888273
25,1221,206795,169.40658945086008,723.2216280567407
43,132349,3725,0.0281474976710656,946.9137711356096
46,258494,54210,0.2097152,481.53066136662
6,403897,1221,0.003022314549036573,583.2584514381915
28,5821,34694,5.9604644775390625,747.7290281251592
46,323117,67763,0.2097152,482.2416309473616
3,7276,27756,3.814697265625,745.5617477299508
25,1526,258494,169.40658945086008,723.9964652928384
39,7276,1907,0.262144,691.5303268979787
46,403897,84703,0.2097152,482.8114473663011
28,27756,105879,3.814697265625,795.3455885595176
28,7276,43368,5.9604644775390625,760.2160299688501
43,165436,4657,0.0281474976710656,953.1880289685464
25,1907,323117,169.40658945086008,724.6173539808835
3,9095,34694,3.814697265625,758.1816078276693
28,34694,132349,3.814697265625,799.1440991103202
38,400,27756,69.38893903907228,625.2789890007314
39,9095,2384,0.262144,726.0223339434316
25,2384,403897,169.40658945086008,725.1147182557919
28,9095,54210,5.9604644775390625,770.5162980307459
3,11369,43368,3.814697265625,768.6560581536643
28,43368,165436,3.814697265625,802.2072475804111
43,206795,5821,0.0281474976710656,958.2469456838811
39,11369,2980,0.262144,755.4354548916582
38,500,34694,69.38893903907228,668.1144212034205
28,11369,67763,5.9604644775390625,778.9621958288851
28,54210,206795,3.814697265625,804.6734766367645
3,14211,54210,3.814697265625,777.2884207550499
44,400,22204,55.51115123125783,539.9554861146333
43,258494,7276,0.0281474976710656,962.3195813471999
39,14211,3725,0.262144,780.2144291809515
28,14211,84703,5.9604644775390625,785.8541839694614
38,625,43368,69.38893903907228,708.3669518923593
28,67763,258494,3.814697265625,806.6565829512978
3,17764,67763,3.814697265625,784.3617278582905
44,500,27756,55.51115123125783,575.1345343976126
28,17764,105879,5.9604644775390625,791.4562587117078
39,17764,4657,0.262144,800.8827775024654
43,323117,9095,0.0281474976710656,965.5941227099154
28,84703,323117,3.814697265625,808.2495820542659
3,22204,84703,3.814697265625,790.1305002823217
44,625,34694,55.51115123125783,608.367352303956
38,781,54210,69.38893903907228,745.2723691520669
28,22204,132349,5.9604644775390625,795.9955488300176
28,105879,403897,3.814697265625,809.5281684985462
3,27756,105879,3.814697265625,794.8175675445843
39,22204,5821,0.262144,817.9833681972027
44,781,43368,55.51115123125783,638.9871035661358
43,403897,11369,0.0281474976710656,968.2243302273324
38,977,67763,69.38893903907228,778.3724795375758
28,27756,165436,5.9604644775390625,799.66438565994
3,34694,132349,3.814697265625,798.6141537454984
44,977,54210,55.51115123125783,666.5970949669976
39,27756,7276,0.262144,832.0394233135352
32,400,206795,516.9878828456423,671.1045422560225
26,84703,400,0.004722366482869645,447.39144092782317
38,1221,84703,69.38893903907228,807.4921858054718
28,34694,206795,5.9604644775390625,802.6236648220387
3,43368,165436,3.814697265625,801.6818871617585
44,1221,67763,55.51115123125783,691.0327680875088
26,105879,500,0.004722366482869645,478.29588493309336
39,34694,9095,0.262144,843.5317560336657
32,500,258494,516.9878828456423,706.6910787655563
26,132349,625,0.004722366482869645,505.4388562271231
28,43368,258494,5.9604644775390625,805.006722556758
38,1526,105879,69.38893903907228,832.6875979385513
3,54210,206795,3.814697265625,804.1557932498933
44,1526,84703,55.51115123125783,712.3120386391138
26,165436,781,0.004722366482869645,528.8748206325407
39,43368,11369,0.262144,852.8877666994579
28,54210,323117,5.9604644775390625,806.9232471676323
32,625,323117,516.9878828456423,738.4674031249888
26,206795,977,0.004722366482869645,548.8243948574586
3,67763,258494,3.814697265625,806.1476535272768
44,1907,105879,55.51115123125783,730.5851323748038
38,1907,132349,69.38893903907228,854.1819380069587
26,258494,1221,0.004722366482869645,565.6079718881965
39,54210,14211,0.262144,860.4783143392503
28,67763,403897,5.9604644775390625,808.4629544051958
4,400,323117,807.7935669463161,561.2693662726999
32,781,403897,516.9878828456423,766.3374187852672
26,323117,1526,0.004722366482869645,579.5926216624703
3,84703,323117,3.814697265625,807.7493518128879
44,2384,132349,55.51115123125783,746.0890179634946
4,500,403897,807.7935669463161,563.5636613366502
38,2384,165436,69.38893903907228,872.3030633731023
26,403897,1907,0.004722366482869645,591.1538622112615
39,67763,17764,0.262144,866.6194515538184
3,105879,403897,3.814697265625,809.0359955493309
44,2980,165436,55.51115123125783,759.1089718975019
12,400,105879,264.6977960169689,322.53957064004595
38,2980,206795,69.38893903907228,887.4309209302102
12,500,132349,264.6977960169689,338.7316513627536
39,84703,22204,0.262144,871.5768621027274
44,3725,206795,55.51115123125783,769.9484216793276
12,625,165436,264.6977960169689,355.12642354740484
12,781,206795,264.6977960169689,371.5778377260893
38,3725,258494,69.38893903907228,899.9580992059449
12,977,258494,264.6977960169689,387.82157957913137
44,4657,258494,55.51115123125783,778.9070987792468
39,105879,27756,0.262144,875.5715474337328
12,1221,323117,264.6977960169689,403.52092063639645
12,1526,403897,264.6977960169689,418.33618747384224
14,400,2384,5.9604644775390625,448.9405949310113
44,5821,323117,55.51115123125783,786.2666567732219
38,4657,323117,69.38893903907228,910.2631527849834
39,132349,34694,0.262144,878.78584300007
44,7276,403897,55.51115123125783,792.2823908985827
14,500,2980,5.9604644775390625,492.349496818497
38,5821,403897,69.38893903907228,918.6945939068714
39,165436,43368,0.262144,881.369223460974
14,625,3725,5.9604644775390625,535.9323149350839
39,206795,54210,0.262144,883.4436099767553
14,781,4657,5.9604644775390625,578.5952997240427
39,258494,67763,0.262144,885.108055308392
14,977,5821,5.9604644775390625,619.2894097189757
39,323117,84703,0.262144,886.4427807406236
14,1221,7276,5.9604644775390625,657.1415671927508
39,403897,105879,0.262144,887.512594508633
14,1526,9095,5.9604644775390625,691.5371238167457
14,1907,11369,5.9604644775390625,722.1429494336958
14,2384,14211,5.9604644775390625,748.8817863951442
14,2980,17764,5.9604644775390625,771.8782336251026
14,3725,22204,5.9604644775390625,791.3959130227437
43,323117,400,0.0012379400392853804,834.2032246976961
13,1907,400,0.2097152,288.66190629839144
14,4657,27756,5.9604644775390625,807.7793015747445
8,400,403897,1009.7419586828951,403.44071954810636
13,2384,500,0.2097152,339.96276718546335
17,400,625,1.5625,181.16252360072016
43,403897,500,0.0012379400392853804,860.1056238357553
14,5821,34694,5.9604644775390625,821.4069973765679
13,2980,625,0.2097152,391.8576640979706
17,500,781,1.5625,206.95784435374384
17,625,977,1.5625,234.94996443551793
13,3725,781,0.2097152,442.4482380988163
17,403897,400,0.0009903520314283043,454.3199520639461
14,7276,43368,5.9604644775390625,832.6581340857936
17,781,1221,1.5625,264.8754332400211
17,977,1526,1.5625,296.23730561521796
13,4657,977,0.2097152,490.1676274362974
17,1221,1907,1.5625,328.3218362980935
14,9095,54210,5.9604644775390625,841.8907292509153
13,5821,1221,0.2097152,533.9065158321388
17,1526,2384,1.5625,360.2781214906504
17,1907,2980,1.5625,391.236403913027
14,11369,67763,5.9604644775390625,849.4295150137726
13,7276,1526,0.2097152,573.0284626545749
17,2384,3725,1.5625,420.42630933080034
13,9095,1907,0.2097152,607.3090784355034
17,2980,4657,1.5625,447.26157867966157
14,14211,84703,5.9604644775390625,855.5606148080677
17,3725,5821,1.5625,471.3765397760683
13,11369,2384,0.2097152,636.8388932868013
17,4657,7276,1.5625,492.6186951081746
14,17764,105879,5.9604644775390625,860.530765569789
17,5821,9095,1.5625,511.0125667129215
13,14211,2980,0.2097152,661.9209194513567
17,7276,11369,1.5625,526.7114309769329
14,22204,132349,5.9604644775390625,864.5492990632249
13,17764,3725,0.2097152,682.981135882931
17,9095,14211,1.5625,539.949538032825
17,11369,17764,1.5625,551.0019164304247
13,22204,4657,0.2097152,700.49932354048
14,27756,165436,5.9604644775390625,867.7916025664987
17,14211,22204,1.5625,560.154313480453
13,27756,5821,0.2097152,714.9607159249499
17,17764,27756,1.5625,567.6829557987015
14,34694,206795,5.9604644775390625,870.4032027537446
17,22204,34694,1.5625,573.8424403796239
13,34694,7276,0.2097152,726.8254265371489
16,400,323117,807.7935669463161,620.2953921676722
17,27756,43368,1.5625,578.8596888655667
17,34694,54210,1.5625,582.9320553532709
14,43368,258494,5.9604644775390625,872.5039367348531
13,43368,9095,0.2097152,736.5114650634852
16,500,403897,807.7935669463161,624.5528979879128
17,43368,67763,1.5625,586.2280510304936
13,54210,11369,0.2097152,744.3873031097066
17,54210,84703,1.5625,588.8895554133691
14,54210,323117,5.9604644775390625,874.1919003368109
17,67763,105879,1.5625,591.034739112387
13,67763,14211,0.2097152,750.7706565662011
17,84703,132349,1.5625,592.7611998936342
14,67763,403897,5.9604644775390625,875.5470158099246
13,84703,17764,0.2097152,755.930984604821
17,105879,165436,1.5625,594.1490140275204
17,132349,206795,1.5625,595.2635414780624
13,105879,22204,0.2097152,760.0939578787327
17,165436,258494,1.5625,596.1579120259606
17,206795,323117,1.5625,596.8751736440986
13,132349,27756,0.2097152,763.4467470062264
17,258494,403897,1.5625,597.4501157904634
13,165436,34694,0.2097152,766.143422037917
13,206795,43368,0.2097152,768.3100581159158
13,258494,54210,0.2097152,770.0493432669115
13,323117,67763,0.2097152,771.444609995668
13,403897,84703,0.2097152,772.5632871749899
47,2384,400,0.16777216,269.969396980966
47,2980,500,0.16777216,305.5034704889247
47,3725,625,0.16777216,339.05479850016224
47,4657,781,0.16777216,369.83437713064086
28,3725,400,0.1073741824,392.34361277983885
47,5821,977,0.16777216,397.38541018617036
47,7276,1221,0.16777216,421.54205164361315
28,4657,500,0.1073741824,446.9664420323106
47,9095,1526,0.16777216,442.3617175061845
47,11369,1907,0.16777216,460.0530999789559
47,14211,2384,0.16777216,474.9129720760915
28,5821,625,0.1073741824,498.74751754682745
47,17764,2980,0.16777216,487.27719288546734
47,22204,3725,0.16777216,497.4863503202656
28,7276,781,0.1073741824,546.4126516981131
47,27756,4657,0.16777216,505.86395792711994
47,34694,5821,0.16777216,512.7042773560515
28,9095,977,0.1073741824,589.2037056635918
32,400,2980,7.450580596923828,433.0501892824945
47,43368,7276,0.16777216,518.2669230753372
47,54210,9095,0.16777216,522.7758940402427
28,11369,1221,0.1073741824,626.8183259745517
47,67763,11369,0.16777216,526.4212608835564
32,500,3725,7.450580596923828,485.404507033504
47,84703,14211,0.16777216,529.3622676063084
47,105879,17764,0.16777216,531.73103005893
28,14211,1526,0.1073741824,659.3079075043074
47,132349,22204,0.16777216,533.6363251661726
32,625,4657,7.450580596923828,537.3876072142574
47,165436,27756,0.16777216,535.1671811887942
28,17764,1907,0.1073741824,686.9672448286291
47,206795,34694,0.16777216,536.3961220452229
3,84703,400,0.004722366482869645,446.673239316631
30,132349,400,0.003022314549036573,448.4307298080279
47,258494,43368,0.16777216,537.3820085089809
32,781,5821,7.450580596923828,587.3099628522097
43,400,258494,646.2348535570528,795.8218538145817
28,22204,2384,0.1073741824,710.2362739155521
47,323117,54210,0.16777216,538.1724723944529
30,165436,500,0.003022314549036573,479.69138330407964
47,403897,67763,0.16777216,538.8059691360165
3,105879,500,0.004722366482869645,492.4325823932632
30,206795,625,0.003022314549036573,507.33338812589903
32,977,7276,7.450580596923828,633.8420490076604
28,27756,2980,0.1073741824,729.622856163048
43,500,323117,646.2348535570528,823.63430522605
3,132349,625,0.004722366482869645,536.1262186545288
30,258494,781,0.003022314549036573,531.339223883374
28,34694,3725,0.1073741824,745.6478684348627
32,1221,9095,7.450580596923828,676.0960130532815
30,323117,977,0.003022314549036573,551.8744740223499
3,165436,781,0.004722366482869645,576.7402039884037
43,625,403897,646.2348535570528,848.5190579175601
30,403897,1221,0.003022314549036573,569.2217825806609
28,43368,4657,0.1073741824,758.8097827004393
32,1526,11369,7.450580596923828,713.615284895905
3,206795,977,0.004722366482869645,613.577796244423
28,54210,5821,0.1073741824,769.564412681911
3,258494,1221,0.004722366482869645,646.2764083948182
32,1907,14211,7.450580596923828,746.3056830307263
28,67763,7276,0.1073741824,778.3154903541063
3,323117,1526,0.004722366482869645,674.7672665386656
32,2384,17764,7.450580596923828,774.3418023857544
28,84703,9095,0.1073741824,785.4124069282133
19,14211,400,0.0281474976710656,350.71506894985515
19,17764,500,0.0281474976710656,378.9906498301733
3,403897,1907,0.004722366482869645,699.205811048178
19,22204,625,0.0281474976710656,404.06452942077436
28,105879,11369,0.1073741824,791.1523203622008
32,2980,22204,7.450580596923828,798.0735346361824
4,400,403897,1009.7419586828951,561.69202027401
19,27756,781,0.0281474976710656,425.8899009687325
19,34694,977,0.0281474976710656,444.5942169444494
28,132349,14211,0.1073741824,795.7846450020347
19,43368,1221,0.0281474976710656,460.4181341627582
32,3725,27756,7.450580596923828,817.9466864847337
19,54210,1526,0.0281474976710656,473.66365576269106
28,165436,17764,0.1073741824,799.5166006751598
19,67763,1907,0.0281474976710656,484.6548659181407
19,84703,2384,0.0281474976710656,493.7110259136864
32,4657,34694,7.450580596923828,834.4428579161134
14,7276,400,0.0549755813888,504.4534847807633
19,105879,2980,0.0281474976710656,501.13001739253
28,206795,22204,0.1073741824,802.5189927003938
19,132349,3725,0.0281474976710656,507.17958816224996
6,9095,400,0.04398046511104,384.4356541725378
19,165436,4657,0.0281474976710656,512.0940126429894
32,5821,43368,7.450580596923828,848.0381963218899
14,9095,500,0.0549755813888,559.2682563710499
28,258494,27756,0.1073741824,804.9317409691197
19,206795,5821,0.0281474976710656,516.0742232306426
6,11369,500,0.04398046511104,424.364115712343
19,258494,7276,0.0281474976710656,519.2899681672446
37,400,54210,135.52527156068805,529.3427512261678
28,323117,34694,0.1073741824,806.8689072725534
14,11369,625,0.0549755813888,609.1214037902231
32,7276,54210,7.450580596923828,859.1779376604701
6,14211,625,0.04398046511104,461.7483188467515
19,323117,9095,0.0281474976710656,521.8829947698899
19,403897,11369,0.0281474976710656,523.9706064719758
6,17764,781,0.04398046511104,495.93206037964393
28,403897,43368,0.1073741824,808.4231168772591
14,14211,781,0.0549755813888,653.4280805111488
37,500,67763,135.52527156068805,565.109638844316
32,9095,67763,7.450580596923828,868.2628503536845
6,22204,977,0.04398046511104,526.5266296708705
6,27756,1221,0.04398046511104,553.3957975127088
14,17764,977,0.0549755813888,692.0510241205885
32,11369,84703,7.450580596923828,875.6439436564804
